Reaction,fc,pval,MCF10A_KO,MCF10A_P,subSystem
DASCBR,-0.40277636886093604,0,5.777250190934497,13.569774574029166,Vitamin C metabolism
DCIm,-0.4011466096571846,0,-33.90267167564053,-14.490082432989714,Fatty acid oxidation
DCK1n,-1,0,-703.5062601806641,NA,Nucleotide interconversion
DCSPTN1CRNt,0.5072850810637751,0,491.24260077042726,160.58180450230316,Fatty acid oxidation
DCTPtn,0.39026554760444593,0,703.5062601806641,308.53962039642335,"Transport, nuclear"
DDPGAm,0.4759379714102468,0,13.714535028996318,4.869626764594764,Arginine and proline metabolism
DESAT16_2,-0.5377607983002586,0,5.160366055427492,17.167320719955665,Fatty acid synthesis
DESAT18_4,-0.34085435585501783,0,9.437129721928457,19.197299727028703,Fatty acid synthesis
DESAT18_5,-0.5915181814795538,0,10.80606043473627,42.10234304758608,Fatty acid synthesis
DESAT18_8,-1,0,NA,15.159257075066643,Fatty acid synthesis
DESAT22_2p,-0.6521693584837983,0,0.791697920754709,3.7605055153984694,Fatty acid synthesis
DGCHOLtx,0.9160793183717946,0,245.04165743699073,10.732365159544628,"Transport, peroxisomal"
DGK2m,0.35797286724210076,0,4.394881061710231,2.077827145834106,Nucleotide interconversion
DGNSKm,0.35797286724210076,0,4.394881061710231,2.077827145834106,Nucleotide interconversion
DGSNtm,0.35797286724210076,0,4.394881061710231,2.077827145834106,"Transport, mitochondrial"
DHAAt1r,-1,0,-8.980273364395503,NA,"Transport, extracellular"
DHCHOLESTANATEtm,-1,0,NA,7.798694688251685,"Transport, peroxisomal"
DHCR241r,-0.3815632367259008,0,0.03401623618154572,0.07599092445831838,Cholesterol metabolism
DHCR242r,-0.5287778047887036,0,114.32238477482795,370.8940839594841,Cholesterol metabolism
DHEASt,0.9810300002558937,0,113.69021812331677,1.0886778132729538,"Transport, extracellular"
DHEAtr,-0.9810300002558937,0,-113.69021812331677,-1.0886778132729538,"Transport, endoplasmic reticular"
DHFtl,-1,0,-0.5545418665438192,NA,"Transport, lysosomal"
DINt,0.594054301891179,0,-97.95651706243194,-384.65245018999576,"Transport, extracellular"
DLNLCGCPT1,2.9338473333960207,0,95.20678043293022,-193.67037555627226,Fatty acid oxidation
DLNLCGt,0.56131782116711,0,1.2971851352722041,0.36446903620524357,"Transport, extracellular"
DM_Asn_X_Ser_Thr_ly_,-0.9691848387103046,0,0.7742740231305594,49.47852302385271,Exchange/demand reaction
DM_dgpi_prot_hs_r_,-0.5261094744800239,0,3.7275573040571532,12.004165966700763,Exchange/demand reaction
DM_dttp_m_,-0.7045593254591774,0,4.394881061710231,25.356479806530476,Exchange/demand reaction
DM_ethamp_r_,-1,0,NA,292.101983567667,Exchange/demand reaction
DM_gpi_sig_er_,-0.9229826068358818,0,4.189880064375326,104.61359645545483,Exchange/demand reaction
DM_mem2emgacpail_prot_hs_r_,-0.9900652399010399,0,0.4623227703796583,92.6094305028677,Exchange/demand reaction
DM_Ser_Gly_Ala_X_Gly_ly_,-0.9635668201900546,0,0.5915122102879858,31.879560222786665,Exchange/demand reaction
DMATTx,1,0,0.17761482549779847,NA,Cholesterol metabolism
DMNONCOACRNCPT1,1,0,142.5690381438419,NA,Fatty acid oxidation
DNADtn,1,0,NA,-2.6678742693212487,"Transport, nuclear"
DNDPt38m,0.8281754274294341,0,83.83695839625597,7.879577269183609,"Transport, mitochondrial"
DOLGLCP_Lter,-0.9779152619473278,0,1.1707645964389692,104.85400179623366,N-glycan synthesis
DOLGPP_Ler,0.4460239210520877,0,453.4634487380981,173.72320030180217,N-glycan synthesis
DOLICHOL_Lter,1,0,1.1707645964389692,NA,N-glycan synthesis
DOLICHOL_Uter,1,0,0.39823045055527184,NA,N-glycan synthesis
DOLK_U,1,0,0.39823045055527184,NA,N-glycan synthesis
DOLMANP_Uter,-0.937866429227304,0,13.03196295061633,406.4502199836731,N-glycan synthesis
DOLPGT3_Ler,1,0,1.1707645964389692,NA,N-glycan synthesis
DOLPGT3_Uer,1,0,0.39823045055527184,NA,N-glycan synthesis
DOLPMT3_Uer,-0.937866429227304,0,13.03196295061633,406.4502199836731,N-glycan synthesis
DOLPMT4_Uer,-0.9397078678230764,0,12.633732529062732,406.4502199836731,N-glycan synthesis
DOPAMT,1,0,2.244498069281061,NA,Tyrosine metabolism
DRPA,-1,0,NA,962.3202165649415,Pentose phosphate pathway
DTDPtn,-1,0,NA,555.6709414288521,"Transport, nuclear"
