Reaction,fc,pval,MCF10A_KO,MCF10A_P,subSystem
DESAT22_2p,-0.6735511797043667,0,2.8154905338749536,14.433709701097472,Fatty acid synthesis
DGAT,-0.3547995682614526,0,2.6139809640711915,5.488868431201523,Triacylglycerol synthesis
DGCHOLtx,0.7161750502302122,0,152.29721029014587,25.187260504038353,"Transport, peroxisomal"
DHAAt1r,-1,-2.268241834607366,-6.630795817164334,NA,"Transport, extracellular"
DHCHOLESTANATEtm,-1,-2.2698191933240612,NA,7.722364246197173,"Transport, peroxisomal"
DHCR241r,-0.3372890013970303,0,0.526345745357277,1.0621166355805436,Cholesterol metabolism
DHEASt,0.6512371871803284,0,188.19825241779387,39.74992350617908,"Transport, extracellular"
DHEAtr,-0.6512371871803284,0,-188.19825241779387,-39.74992350617908,"Transport, endoplasmic reticular"
DHFtl,-1,-2.2713987473903967,-8.911622531627584,NA,"Transport, lysosomal"
DINt,0.7229160361750393,0,-70.8954877920224,-440.83017697296145,"Transport, extracellular"
D_LACt2,-0.3468624273157861,0,-517.6787647712707,-251.0393377939224,"Transport, extracellular"
DLNLCGt,-6.4016159569029565,0,-4.711727739234999,6.456290024605798,"Transport, extracellular"
DM_Asn_X_Ser_Thr_ly_,-0.5068924165499616,0,6.539090853559127,19.9828734115541,Exchange/demand reaction
DM_dttp_m_,-0.46754897857268835,0,26.87678311503492,74.0781668557167,Exchange/demand reaction
DM_ethamp_r_,-1,-2.2729805013927575,NA,352.84500924892427,Exchange/demand reaction
DM_mem2emgacpail_prot_hs_r_,-0.40645501736074147,0,8.056898665073374,19.09150255381167,Exchange/demand reaction
DM_Ser_Gly_Ala_X_Gly_ly_,-0.6303657157952728,0,6.855000635966746,30.235718103586137,Exchange/demand reaction
DMATTx,1,-2.2745644599303136,6.943900118944454,NA,Cholesterol metabolism
DMNONCOACRNCPT1,1,-2.276150627615063,171.22560077894926,NA,Fatty acid oxidation
DNADtn,1,-2.277739009071877,NA,-4.859211335760922,"Transport, nuclear"
DNDPt38m,0.6338198615304168,0,587.6857609130859,131.71516540763378,"Transport, mitochondrial"
