Reaction,S1K2,S1K2_FC5,fc,pval,subSystem
r2213,121.50493,3.5817227,-0.942732138,0,"Transport, extracellular"
r2217,12.692304,575.8071,0.956865534,0,"Transport, extracellular"
r2222,83.82116,4.4282646,-0.899642075,0,"Transport, extracellular"
r2224,3.8921418,162.55934,0.953233916,0,"Transport, extracellular"
r2225,86.50513,3.8892972,-0.913948296,0,"Transport, extracellular"
r2235,238.29472,14.99618,-0.881589281,0,"Transport, extracellular"
r2237,477.9701,1.7637056,-0.992647149,0,"Transport, extracellular"
r2244,4.496664,199.61133,0.955938383,0,"Transport, extracellular"
r2246,3.6012516,42.97035,0.845345591,0,"Transport, extracellular"
r2250,45.742588,2.365237,-0.901669341,0,"Transport, extracellular"
r2251,1.8546758,54.310863,0.933956806,0,"Transport, extracellular"
r2255,86.77578,6.6281447,-0.858075672,0,"Transport, extracellular"
r2256,245.58272,15.056455,-0.884465142,0,"Transport, extracellular"
r2263,18.199715,313.0124,0.890102362,0,"Transport, extracellular"
r2264,328.09814,4.3620925,-0.973758711,0,"Transport, extracellular"
r2266,8.655084,467.931,0.963678825,0,"Transport, extracellular"
r2275,2.543624,326.41403,0.98453525,0,"Transport, extracellular"
r2276,3.731495,468.79956,0.98420635,0,"Transport, extracellular"
r2277,451.3059,2.3233924,-0.989756427,0,"Transport, extracellular"
r2281,174.31177,6.6319494,-0.926696007,0,"Transport, extracellular"
r2287,486.63925,3.619865,-0.985232849,0,"Transport, extracellular"
r2292,7.237668,449.0222,0.968273923,0,"Transport, extracellular"
r2293,278.60046,16.631891,-0.887330165,0,"Transport, extracellular"
r2297,10.271965,430.80994,0.953423777,0,"Transport, extracellular"
r2298,398.0128,6.124811,-0.969689478,0,"Transport, extracellular"
r2305,2.2247353,163.67351,0.973179523,0,"Transport, extracellular"
r2313,-206.26933,-14.796091,0.866138357,0,"Transport, extracellular"
r2314,-431.57965,11.858938,1.056508713,0,"Transport, extracellular"
r2316,85.43015,-325.4673,-1.711807919,0,"Transport, extracellular"
r2319,-364.8037,128.34174,2.085516959,0,"Transport, extracellular"
r2326,-7.4177547,363.97394,1.041607777,0,"Transport, extracellular"
r2327,-358.58575,121.265465,2.021956143,0,"Transport, extracellular"
r2329,-54.69444,129.39418,2.464381091,0,"Transport, extracellular"
r2330,120.73784,-368.52884,-1.974513504,0,"Transport, extracellular"
r2334,1.5270666,-24.912941,-1.130597347,0,"Transport, extracellular"
r2342,-335.40292,268.587,9.039610737,0,"Transport, extracellular"
r2343,408.90314,-49.049114,-1.272605634,0,"Transport, extracellular"
r2352,-296.8553,374.66437,8.630349823,0,"Transport, extracellular"
r2354,344.0726,-144.46103,-2.447421362,0,"Transport, extracellular"
r2357,-39.07171,371.09277,1.235356816,0,"Transport, extracellular"
r2360,-97.4187,46.60729,2.834520392,0,"Transport, extracellular"
r2362,173.78075,-137.74496,-8.644899148,0,"Transport, extracellular"
r2368,-102.95661,9.988528,1.214880799,0,"Transport, extracellular"
r2371,160.15863,-377.78323,-2.471879695,0,"Transport, mitochondrial"
r2376,317.33572,-71.901146,-1.585908843,0,"Transport, mitochondrial"
r2378,227.4356,-530.9311,-2.498774168,0,"Transport, mitochondrial"
r2379,786.1266,-239.2945,-1.875202878,0,"Transport, mitochondrial"
r2401,30.34793,2.2713068,-0.860738219,0,"Transport, mitochondrial"
r2488,23.655682,285.6745,0.847052232,0,"Transport, extracellular"
r2506,-17.943457,68.66714,1.707498191,0,"Transport, endoplasmic reticular"
r2508,1.3912282,-46.14942,-1.062166415,0,"Transport, endoplasmic reticular"
r2509,-28.712965,372.4991,1.167039707,0,"Transport, endoplasmic reticular"
r2532,218.23528,-122.35634,-3.552308751,0,"Transport, extracellular"
r2535,7.265352,-202.90236,-1.074273797,0,"Transport, extracellular"
EX_sprm[e],-1.4250984,351.57336,1.008139971,0,Exchange/demand reaction
RE1100C,-29.7518,214.58438,1.321932409,0,Steroid metabolism
RE1521M,-0.15320441,-12.305423,-0.975405894,0,Fatty acid oxidation
RE1526M,-0.15320441,-12.305423,-0.975405894,0,Fatty acid oxidation
RE1533M,-0.15320441,-12.305423,-0.975405894,0,Fatty acid oxidation
RE1573M,-0.15320441,-12.305423,-0.975405894,0,Fatty acid oxidation
RE1918C,75.80901,909.2505,0.846082376,0,Tyrosine metabolism
RE2269E,-357.8119,39.860256,1.250731565,0,Miscellaneous
RE2270E,376.28687,-21.711512,-1.12246487,0,Miscellaneous
RE2304E,-18.47496,-636.3622,-0.943573875,0,Miscellaneous
RE2349C,-403.3323,21.262,1.111298885,0,Tryptophan metabolism
RE2428M,122.20034,8.529149,-0.869514535,0,"Glycine, serine, alanine, and threonine metabolism"
RE2541E,-30.355537,62.746758,2.874306807,0,Miscellaneous
RE2766C,46.095215,-99.520996,-2.72557947,0,Steroid metabolism
RE3012C,1.6869127,-0.171908,-1.226940569,0,Eicosanoid metabolism
RE3036C,3.7547293,-24.034039,-1.370301509,0,Arachidonic acid metabolism
RE3038C,-3.7547293,-487.28775,-0.98470711,0,Arachidonic acid metabolism
RE3040C,15.757815,526.4178,0.941871916,0,Arachidonic acid metabolism
RE3346C,759.91614,-11.859706,-1.03170805,0,Bile acid synthesis
RE3520E,6.1121984,503.64774,0.976019307,0,Arachidonic acid metabolism
RE3597C,-30.578135,221.21065,1.320807132,0,Eicosanoid metabolism
EX_prostgi2[e],-10.153788,-366.9281,-0.946145452,0,Exchange/demand reaction
EX_CE5788[e],-357.8119,39.860256,1.250731565,0,Exchange/demand reaction
EX_CE5789[e],376.28687,-21.711512,-1.12246487,0,Exchange/demand reaction
EX_CE5787[e],-18.47496,-636.3622,-0.943573875,0,Exchange/demand reaction
EX_CE5791[e],-18.47496,-636.3622,-0.943573875,0,Exchange/demand reaction
EX_CE5854[e],30.355537,-62.746758,-2.874306807,0,Exchange/demand reaction
EX_CE1926[e],-30.355537,62.746758,2.874306807,0,Exchange/demand reaction
EX_C04849[e],6.1121984,503.64774,0.976019307,0,Exchange/demand reaction
ADPCOACROT,-3.515994,0.9071245,1.69541578,0,Fatty acid oxidation
C140CPT1,-162.26613,489.2154,1.992607312,0,Fatty acid oxidation
C6DCCACT,-3.515994,0.9071245,1.69541578,0,Fatty acid oxidation
FAOXC12DCTc,-0.63593006,1.8061584,2.086847941,0,Fatty acid oxidation
FAOXC12DCx,-0.63593006,1.8061584,2.086847941,0,Fatty acid oxidation
GLYSNAT5tc,-11.00392,-415.0991,-0.948350896,0,"Transport, extracellular"
PHEATB0tc,54.901814,4.0736246,-0.861853509,0,"Transport, extracellular"
PMTCOAFABP1tc,191.18086,-41.55282,-1.555414831,0,"Transport, endoplasmic reticular"
PROGLYPEPT1tc,8.318271,326.21646,0.950269609,0,"Transport, extracellular"
PROGLYPRO1c,8.318271,326.21646,0.950269609,0,"Transport, extracellular"
3HCO3_NAt,378.26266,-117.173035,-1.897569456,0,"Transport, extracellular"
CYTDt5le,4.667229,72.894615,0.879651409,0,"Transport, extracellular"
FRDPtcr,1.8864322,-0.010258947,-1.010936033,0,"Transport, endoplasmic reticular"
5MTAte,1.8532553,-425.98694,-1.008739015,0,"Transport, extracellular"
EX_5mta[e],-1.8532553,425.98694,1.008739015,0,Exchange/demand reaction
HKYNRtr,6.37501,379.0867,0.966922734,0,"Transport, extracellular"
EX_hLkynr[e],-6.37501,-379.0867,-0.966922734,0,Exchange/demand reaction
GABABGTtc,247.80037,-42.866615,-1.418346056,0,"Transport, extracellular"
PYRSMCT1,41.678204,-468.9891,-1.195072027,0,"Transport, extracellular"
TRPB0AT3tc,12.643859,266.82764,0.909515937,0,"Transport, extracellular"
MANt4,24.901737,-478.757,-1.109734267,0,"Transport, extracellular"
TRPt,-107.02819,106.854,1227.884041,0,"Transport, extracellular"
L_LACt4r,69.16622,-260.127,-1.724402407,0,"Transport, extracellular"
EX_lneldccrn[e],-11.459884,5.635715,2.935285849,0,Exchange/demand reaction
ACORNt,-17.147406,-181.62679,-0.827468485,0,"Transport, extracellular"
C06314t,15.757815,526.4178,0.941871916,0,"Transport, extracellular"
CE2513td,-3.099342,3.6705027,11.85278301,0,"Transport, extracellular"
EX_acorn[e],-17.147406,-181.62679,-0.827468485,0,Exchange/demand reaction
EX_C06314[e],15.757815,526.4178,0.941871916,0,Exchange/demand reaction
EX_mev_R[e],22.193583,-251.53105,-1.193545193,0,Exchange/demand reaction
MEV_Rt,22.193583,-251.53105,-1.193545193,0,"Transport, extracellular"
EX_progly[e],-8.318271,-326.21646,-0.950269609,0,Exchange/demand reaction
LNELDCCRNtr,11.459884,-5.635715,-2.935285849,0,"Transport, extracellular"
PGPP_hsc,146.46255,5.676299,-0.925380022,0,Glycerophospholipid metabolism
PGLYCtm,146.46255,5.676299,-0.925380022,0,"Transport, mitochondrial"
sink_HC02198[c],7.0919204,254.43652,0.945765587,0,Exchange/demand reaction
DHCHOLESTANATEt,-58.618137,405.5458,1.337927161,0,"Transport, extracellular"
THCHOLSTOICt,338.04297,-5.033363,-1.030229535,0,"Transport, extracellular"
XOL7AH3t,292.66068,-1.7092961,-1.011749702,0,"Transport, extracellular"
7KILTCHOLt,380.6451,-3.3389993,-1.017699153,0,"Transport, extracellular"
ACONT,-269.13776,-6.420758,0.953398226,0,Citric acid cycle
DGK1,8.256572,-165.8171,-1.104805077,0,Nucleotide interconversion
EX_glypro[e],-2.9818501,321.97845,1.018695185,0,Exchange/demand reaction
EX_urea[e],-4.2694893,21.76653,1.488024219,0,Exchange/demand reaction
FBA,427.5084,34.959694,-0.848812505,0,Glycolysis/gluconeogenesis
G3PD1,-11.321542,-169.52744,-0.874795623,0,Glycerophospholipid metabolism
GK1,4.568878,158.89984,0.944100887,0,Nucleotide interconversion
GLYPROPRO1c,2.9818501,-321.97845,-1.018695185,0,"Transport, extracellular"
L_LACt2r,-80.83275,117.02293,5.467110766,0,"Transport, extracellular"
MTHFC,390.88562,-334.4131,-12.84338489,0,Folate metabolism
MTHFD,350.18356,-255.3525,-6.385418931,0,Folate metabolism
NDPK1,-508.51224,12.115433,1.048813499,0,Nucleotide interconversion
NDPK5,-344.2346,75.667984,1.563495132,0,Nucleotide interconversion
NDPK8,-36.05684,574.7433,1.133869487,0,Nucleotide interconversion
PGI,-179.17502,35.81508,1.499652525,0,Glycolysis/gluconeogenesis
PNP,9.63103,157.04373,0.88443325,0,NAD metabolism
PRO1x,55.37545,5.445584,-0.820930893,0,"Transport, extracellular"
PUNP2,-103.443855,6.86182,1.142093094,0,Purine catabolism
PUNP4,-51.21745,133.54709,2.244204389,0,Purine catabolism
PUNP5,62.15165,-232.6061,-1.729246408,0,Purine catabolism
PUNP7,-778.5806,40.060574,1.108488788,0,Nucleotide interconversion
UMPK,-159.92311,164.64268,68.77000237,0,Nucleotide interconversion
UREAt,-371.88217,83.515045,1.579227186,0,"Transport, extracellular"
EX_nac[e],15.597231,314.0016,0.905356261,0,Exchange/demand reaction
CYTK1,94.92816,-636.8229,-1.350356474,0,Nucleotide interconversion
EX_hxan[e],-373.48514,308.71136,10.53198598,0,Exchange/demand reaction
EX_spmd[e],192.33661,-226.35022,-12.30939004,0,Exchange/demand reaction
G6PDA,6.7874646,84.09459,0.850631351,0,Aminosugar metabolism
HYXNt,373.48514,-308.71136,-10.53198598,0,"Transport, extracellular"
LDH_D,386.67197,-345.92804,-17.98057938,0,Pyruvate metabolism
LDH_L,361.5902,-661.04584,-3.414983112,0,Glycolysis/gluconeogenesis
NTD5_a,9.63103,157.04373,0.88443325,0,Vitamin B2 metabolism
GLNt4,345.71234,33.115074,-0.82517066,0,"Transport, extracellular"
AHC,-23.69799,31.006168,7.485336127,0,Methionine and cysteine metabolism
CE4970tm,122.20034,8.529149,-0.869514535,0,"Transport, mitochondrial"
CE4970te,122.20034,8.529149,-0.869514535,0,"Transport, extracellular"
EX_CE4970[e],122.20034,8.529149,-0.869514535,0,Exchange/demand reaction
MHISTAte,86.70298,5.1073694,-0.888740875,0,"Transport, extracellular"
CE4890te2,16.837265,-478.9361,-1.072873,0,"Transport, extracellular"
C09642te,75.80901,909.2505,0.846082376,0,"Transport, extracellular"
CE4890te,-16.837265,478.9361,1.072873,0,"Transport, extracellular"
EX_C09642[e],75.80901,909.2505,0.846082376,0,Exchange/demand reaction
GGTe_1,3.0837266,-250.56868,-1.024920519,0,Tyrosine metabolism
EX_gd3_hs[e],190.09929,-5.3680744,-1.058117677,0,Exchange/demand reaction
EX_5cysgly34dhphe[e],3.0837266,-250.56868,-1.024920519,0,Miscellaneous
HMR_0176,-1.819924,1.9253016,35.54104935,0,"Transport, extracellular"
HMR_1129,1.6869127,-0.171908,-1.226940569,0,Leukotriene metabolism
HMR_1331,85.6775,-183.56055,-2.750609588,0,"Transport, endoplasmic reticular"
HMR_1631,-2.6999543,0.049658343,1.03747381,0,"Transport, endoplasmic reticular"
HMR_2569,1.4046795,-11.406739,-1.280878077,0,"Transport, endoplasmic reticular"
HMR_2608,-118.30005,515.4811,1.595698403,0,Fatty acid oxidation
HMR_2609,-118.30005,515.4811,1.595698403,0,"Transport, mitochondrial"
HMR_2610,118.30005,-515.4811,-1.595698403,0,"Transport, mitochondrial"
HMR_2611,19.777452,-9.834739,-2.978280607,0,Fatty acid oxidation
HMR_2620,5.532048,-0.098910965,-1.036410257,0,Fatty acid oxidation
HMR_2621,-5.532048,0.098910965,1.036410257,0,"Transport, mitochondrial"
HMR_2622,-5.532048,0.098910965,1.036410257,0,"Transport, mitochondrial"
HMR_2624,-519.5272,-18.004784,0.933009452,0,"Transport, mitochondrial"
HMR_2635,-0.6041834,14.162589,1.089123078,0,"Transport, mitochondrial"
HMR_2673,18.792782,-317.53305,-1.125813515,0,"Transport, mitochondrial"
HMR_2715,-292.87466,14.538456,1.104466871,0,"Transport, mitochondrial"
HMR_2744,-265.1798,-10.780234,0.921871042,0,"Transport, mitochondrial"
HMR_2748,169.15453,-259.66837,-4.737649661,0,"Transport, mitochondrial"
HMR_3106,57.82417,-505.85745,-1.258124463,0,"Transport, peroxisomal"
HMR_4343,6.166221,247.51332,0.951385744,0,Pyrimidine synthesis
HMR_6854,-4.6509757,-60.8626,-0.858014904,0,Phenylalanine metabolism
HMR_7256,1.43E-15,1.35E-16,-0.827189065,0,N-glycan metabolism
HMR_7700,97.07321,9.198973,-0.826879022,0,"Transport, extracellular"
HMR_7727,7.978583,135.50482,0.888787385,0,"Transport, lysosomal"
HMR_7758,28.92257,-0.9587182,-1.068568393,0,"Transport, mitochondrial"
HMR_8476,102.195786,-308.4615,-1.990914091,0,"Transport, nuclear"
HMR_9604,4.667795,60.72142,0.857230424,0,"Transport, extracellular"
12DHCHOLt,684.2123,-59.970707,-1.192139426,0,"Transport, extracellular"
3DHDCAt,-41.10801,416.31104,1.21912407,0,"Transport, extracellular"
7DHCDCHOLt,-45.44525,722.9274,1.134159268,0,"Transport, extracellular"
7DHCHOLt,721.7729,-65.39694,-1.199266722,0,"Transport, extracellular"
COPROSTt,677.0914,-61.72026,-1.200595262,0,"Transport, extracellular"
DM_3dhdchol[c],17.544106,506.2129,0.9330067,0,Exchange/demand reaction
ICDCHOLt,-38.825428,3.341332,1.188328431,0,"Transport, extracellular"
THYOCHOLt,5.1387496,-43.199112,-1.270031559,0,"Transport, extracellular"
UCHOLt,12.480778,-45.857857,-1.747865224,0,"Transport, extracellular"
2HATVLACthc,-668.6365,36.39815,1.115140592,0,Drug metabolism
3HPVSthc,-676.62415,28.51885,1.088006838,0,Drug metabolism
ATVLACThc,147.87279,-310.74377,-2.815827208,0,Drug metabolism
CRVSthc,18.368496,-529.46173,-1.071879238,0,Drug metabolism
FVStu,432.7747,-479.31665,-19.59719867,0,Drug metabolism
OXYPthc,131.98332,-13.310286,-1.224318637,0,Drug metabolism
TMDOATthc,2.1118264,-812.86676,-1.005209531,0,Drug metabolism
EX_M02745[e],-1.6653674,3.1990535,3.171718961,0,Exchange/demand reaction
EX_C01601[e],1.819924,-1.9253016,-35.54104936,0,Exchange/demand reaction
