Reaction,fc,pval,MCF10A_KO,MCF10A_P,subSystem
DMNONCOACRNCPT1,1,-2.2926315789473684,197.45867465460896,NA,Fatty acid oxidation
DNADtn,1,-2.294241573033708,NA,-3.8265198614178435,"Transport, nuclear"
DNDPt38m,0.6079293409791346,0,477.49634010162356,116.43067886906863,"Transport, mitochondrial"
DOLGLCP_Lter,-0.6223445685495544,0,2.9716374784826693,12.76565758474269,N-glycan synthesis
DOLICHOL_Lter,1,-2.2958538299367532,2.9716374784826693,NA,N-glycan synthesis
DOLICHOL_Uter,1,-2.2974683544303796,4.328250769461655,NA,N-glycan synthesis
DOLK_U,1,-2.2990851513019,4.328250769461655,NA,N-glycan synthesis
DOLPGT3_Ler,1,-2.3007042253521126,2.9716374784826693,NA,N-glycan synthesis
DOLPGT3_Uer,1,-2.302325581395349,4.328250769461655,NA,N-glycan synthesis
DOPAMT,1,-2.3039492242595205,11.280196902879654,NA,Tyrosine metabolism
DRPA,-1,-2.305575158786168,NA,886.2519829788208,Pentose phosphate pathway
DTDPtn,1,-2.3072033898305087,NA,-77.61311415357218,"Transport, nuclear"
DTTPtn,-0.8894694062302735,0,4.540228893585171,77.61311415357218,"Transport, nuclear"
DUDPtn,-0.41841543039868834,0,53.5042593554995,130.49050994237848,"Transport, nuclear"
DURAD,1.1502116093671249,0,18.0086700964218,-257.78601050701144,Pyrimidine catabolism
DURAD2,0.8436853448509746,0,-53.467440925329136,-630.6327270896911,Pyrimidine catabolism
DURIK1,1,-2.308833922261484,28.52967888385905,NA,Nucleotide interconversion
ECOAH12m,0.3956716762092221,0,32.245977594332025,13.96256578159316,"Valine, leucine, and isoleucine metabolism"
ECOAH1x,0.35603013511549186,0,-9.81912627012964,-20.676481694043147,Tryptophan metabolism
ECOAH9m,0.39674331148281505,0,-111.25261843206175,-257.5874476616025,"Valine, leucine, and isoleucine metabolism"
EHGLATm,0.6205002736955887,0,35.39673416694265,8.289446874199138,Arginine and proline metabolism
EICOSTETCRNt,-2.424664203375629,0,-108.4096266446853,260.59935161681176,Fatty acid oxidation
EICOSTETt,-0.9744270858218395,0,-4.897732720300913,-0.06343576798719297,"Transport, extracellular"
ELAIDCPT1,-0.49441501191236065,0,69.35042936436692,204.9869461446762,Fatty acid oxidation
ELAIDCRNt,-0.9248584598902626,0,3.9059239280403246,100.05585067322748,Fatty acid oxidation
ENGASE2ly,-1,-2.3104667609618104,NA,1.983432826614788,N-glycan degradation
ENGASE3ly,-0.3709415845136892,0,0.824576448695334,1.797044782006659,Keratan sulfate degradation
ENGASEly,-1,-2.3121019108280256,NA,1.7549357708260562,N-glycan degradation
ESTRIOLGLCte,1,-2.3137393767705383,5.415880424758708,NA,"Transport, extracellular"
ESTRIOLGLCtr,-1,-2.3153791637136782,-5.4158804247110295,NA,"Transport, endoplasmic reticular"
