Reaction,fc,pval,OVCAR3_A1AKO,OVCAR3_P,subSystem
r0741,-1,-3.62982689747004,20.723683775478694,NA,Bile acid synthesis
r0747,1,-3.6346666666666665,-11.931320193089368,NA,Bile acid synthesis
r0758,-0.8009570174964481,0,-22.898722472368974,-207.1894944981575,Tryptophan metabolism
r0779,-0.4134215930409244,0,65.27088915668205,27.087809023744274,Miscellaneous
r0783,0.885946468663609,0,39.26919727273732,649.3407354949951,Cholesterol metabolism
r0784,1,-3.6395193591455275,-39.825190031127256,NA,Pentose phosphate pathway
r0786,-0.37249835695703354,0,15.096656441842276,6.902140664644724,Sphingolipid metabolism
r0788,-0.7561540976446053,0,-63.30517846237701,-455.91764095668793,Sphingolipid metabolism
r0789,-0.7561540976433151,0,-63.30517846275848,-455.91764095668793,Sphingolipid metabolism
r0791,-0.38857718951941816,0,-16.6388870394693,-37.78789179264866,Fatty acid oxidation
r0795,0.50645048286815,0,7.652520126976539,23.35762115103507,Miscellaneous
r0797,-1,-3.644385026737968,NA,-115.45003553756476,Bile acid synthesis
r0819,-0.7162950146698968,0,545.2487680515289,90.13007228892296,"Transport, mitochondrial"
r0821,-1.10147235887076,0,356.2653383796692,-17.202740791080647,"Transport, mitochondrial"
r0822,3.976849509907902,0,-245.89152225990296,147.07739425768685,"Transport, mitochondrial"
r0826,-0.6048499001712848,0,208.30702873815744,51.28987028140186,"Transport, endoplasmic reticular"
r0829,-0.9220682529287497,0,211.17529789657593,8.562266130921804,"Transport, mitochondrial"
r0834,-0.38070895727529624,0,-250.04769667568206,-557.4811691562653,"Transport, mitochondrial"
r0835,2.7046313168792824,0,-123.45996130154673,56.808275483835025,"Transport, mitochondrial"
r0838,-1,-3.6492637215528783,374.8654695888519,NA,"Transport, mitochondrial"
r0840,1.5059081555115659,0,-6.342841893007315,31.41791460692133,"Transport, endoplasmic reticular"
r0841,-1,-3.6541554959785523,NA,-31.41791460682596,"Transport, endoplasmic reticular"
r0853,-1,-3.6590604026845637,87.81457979215533,NA,Purine catabolism
r0859,0.393524225433339,0,6.018807001402978,13.829659347326402,Purine catabolism
r0871,-1.2510869862440166,0,4.814788925614464,-43.1663498538679,"Transport, extracellular"
r0885,7.518367389824419,0,-170.80248352513314,130.70031941111182,"Transport, mitochondrial"
r0899,-0.872008986533301,0,373.1825913078308,25.51484443355718,"Transport, extracellular"
r0907,1,-3.663978494623656,NA,7.096592079894922,"Transport, mitochondrial"
r0913,2.8965432954882915,0,-271.9387704623222,558.7118392440796,"Transport, mitochondrial"
r0915,-3.0409016270808724,0,336.6073807333231,-666.4688265441895,"Transport, mitochondrial"
r0927,1,-3.6689098250336474,NA,147.70863709326758,"Transport, mitochondrial"
r0934,-1,-3.673854447439353,613.2311557844162,NA,"Transport, peroxisomal"
r0942,0.7901228846426344,0,45.327342337636765,386.6143894748688,"Transport, extracellular"
r0954,0.38773813697202386,0,-193.31131096549035,-85.2878077231206,"Transport, peroxisomal"
r0962,0.35977587820109946,0,32.995340270952134,70.0790024396658,"Transport, mitochondrial"
r0987,-0.8570145692490372,0,50.29487190761492,3.8725780849328437,"Transport, lysosomal"
r0990,-1.0149127543353658,0,4.040637133359793,-545.9441705104828,"Transport, peroxisomal"
r1019,-0.8107140614811981,0,-13.59985598867244,-130.09656536300182,"Transport, peroxisomal"
r1020,-1,-3.6788124156545208,12.105654724775347,NA,"Transport, mitochondrial"
r1050,1,-3.6837837837837837,NA,729.567988168335,"Transport, extracellular"
r1090,-0.8612766769955501,0,563.9629845367432,42.032880029813676,"Transport, extracellular"
r1116,-1,-3.688768606224628,31.6051080863717,NA,"Transport, extracellular"
r1135,-1,-3.693766937669377,1.1571757512147292,NA,Miscellaneous
r1146,-1,-3.698778833107191,1.1571757512147292,NA,"Transport, mitochondrial"
r1147,-472.85404279459823,0,64.24125113481786,-63.970107511114875,"Transport, peroxisomal"
r1150,0.33455469375044355,0,49.14324000005908,98.55707297390997,"Transport, lysosomal"
r1154,-0.5655338881520907,0,350.8674264551163,97.37253706208318,Propanoate metabolism
r1155,-0.3508659463935801,0,438.00889436683656,210.47720528826713,"Transport, mitochondrial"
r1167,0.9165182763019499,0,9.721829148806414,223.18733271684647,Miscellaneous
r1170,0.5293120952521084,0,1.8980204566455392,6.166858362206419,Miscellaneous
r1177,0.9165182763019499,0,9.721829148806414,223.18733271684647,Miscellaneous
r1182,0.5293120952521084,0,1.8980204566455392,6.166858362206419,Miscellaneous
r1292,1,-3.703804347826087,NA,222.10683673820495,"Transport, peroxisomal"
r1377,-0.5633234647210654,0,223.6205841518402,62.4629925336022,Miscellaneous
r1378,-0.5633234647210654,0,223.6205841518402,62.4629925336022,Miscellaneous
r1384,-1.1030831793763924,0,251.29909956541061,-12.317491962114577,Nucleotide interconversion
r1400,-0.8839585338037789,0,-10.440467890093988,-169.50327519291068,Fatty acid oxidation
r1411,-0.365594591960887,0,173.3542078930378,80.53403816996794,Miscellaneous
r1428,0.5009354303900734,0,203.19913154808282,611.120874005127,"Transport, peroxisomal"
r1429,-0.5009354303900734,0,-203.19913154808282,-611.120874005127,"Transport, peroxisomal"
r1435,0.46785154660818135,0,119.6606352211833,330.06588172531127,"Transport, mitochondrial"
r1443,0.41509657239904474,0,9.04459433088142,21.882201116287707,Fatty acid oxidation
r1444,0.41509657239904474,0,9.04459433088142,21.882201116287707,Fatty acid oxidation
r1445,0.34268280934764883,0,12.877140538576246,26.303762446165084,Fatty acid oxidation
r1446,-0.44224861813227745,0,26.866872663862,10.390050069272315,Miscellaneous
r1447,-0.5249560708665972,0,13.590062553903534,4.233483728555102,Fatty acid oxidation
r1457,-0.37249835695703354,0,15.096656441842276,6.902140664644724,Sphingolipid metabolism
r1459,-1.2298911012474922,0,321.0378445842743,-33.097465428832486,"Transport, nuclear"
r1514,1,-3.708843537414966,NA,4.011757043659249,"Transport, extracellular"
r1515,1,-3.7138964577656677,NA,93.31173621254638,"Transport, extracellular"
r1516,1,-3.718963165075034,NA,2.4906121906145993,"Transport, extracellular"
r1517,1,-3.7240437158469946,NA,6.904941518482664,"Transport, extracellular"
r1518,1,-3.729138166894665,NA,5.065415291519503,"Transport, extracellular"
r1521,1,-3.734246575342466,NA,7.536908611436813,"Transport, extracellular"
r1522,1,-3.7393689986282577,NA,2.605984652097461,"Transport, extracellular"
r1523,1,-3.7445054945054945,NA,4.435653719636754,"Transport, extracellular"
r1525,1,-3.749656121045392,NA,5.950297105448992,"Transport, extracellular"
r1527,-0.9271737710114211,0,83.55404194083465,3.157434935465653,"Transport, extracellular"
r1532,0.5223435436442662,0,4.164352006543909,13.272246834035839,"Transport, extracellular"
r1533,0.33805956485699074,0,33.5509279404514,67.820513232206,"Transport, extracellular"
r1536,0.972815891255074,0,4.498281718017033,326.4510799274445,"Transport, extracellular"
