Reaction,fc,pval,subSystem
EX_argglygly[e],5.627613620644082,0,Exchange/demand reaction
EX_arghisthr[e],-8.035685212488929,0,Exchange/demand reaction
EX_argleuphe[e],12.308001653454049,0,Exchange/demand reaction
EX_argpromet[e],-1.51159383705784,0,Exchange/demand reaction
EX_argserser[e],-56.7256609632664,0,Exchange/demand reaction
EX_argvalcys[e],-1.645459598378176,0,Exchange/demand reaction
EX_argvaltrp[e],4.299609120549322,0,Exchange/demand reaction
EX_asnasnarg[e],-0.9237901802973993,0,Exchange/demand reaction
EX_asnmetpro[e],1.8491721315775205,0,Exchange/demand reaction
EX_asnphecys[e],52.13047312479577,0,Exchange/demand reaction
EX_asntyrgly[e],1.1792208468300975,0,Exchange/demand reaction
EX_asntyrphe[e],2.4260537397541486,0,Exchange/demand reaction
EX_aspalaarg[e],-3.0156944220016584,0,Exchange/demand reaction
EX_aspglu[e],-5.520361053546145,0,Exchange/demand reaction
EX_aspglupro[e],3.086496366144114,0,Exchange/demand reaction
EX_asphiscys[e],1.154083742781713,0,Exchange/demand reaction
EX_asplyshis[e],-2.770990142329407,0,Exchange/demand reaction
EX_aspmetasp[e],5.652049485051575,0,Exchange/demand reaction
EX_aspprolys[e],5.835962895583297,0,Exchange/demand reaction
EX_aspvalasn[e],-1.3631289529624373,0,Exchange/demand reaction
EX_cysasnmet[e],3.584373470637518,0,Exchange/demand reaction
EX_cysaspphe[e],-3.3310060810908846,0,Exchange/demand reaction
EX_cyscys[e],12.331019094616833,0,Exchange/demand reaction
EX_cysglnmet[e],-1.1652369713792594,0,Exchange/demand reaction
EX_cysleuthr[e],4.768357523614157,0,Exchange/demand reaction
EX_glnasngln[e],-1.8363456475062614,0,Exchange/demand reaction
EX_glnproglu[e],1.4366800390077383,0,Exchange/demand reaction
EX_gluargleu[e],1.5070293109705766,0,Exchange/demand reaction
EX_gluasnleu[e],-1.347977995170665,0,Exchange/demand reaction
EX_glumet[e],4.536456316261557,0,Exchange/demand reaction
EX_gluthr[e],1.0709016448532396,0,Exchange/demand reaction
EX_gluthrlys[e],-0.9153794214229984,0,Exchange/demand reaction
EX_glyhisasn[e],1.9500202940773017,0,Exchange/demand reaction
EX_glyhislys[e],-1.4983696825145079,0,Exchange/demand reaction
EX_glylysphe[e],1.1250699068167935,0,Exchange/demand reaction
EX_glytyrlys[e],-1.21222253913573,0,Exchange/demand reaction
EX_glyvalhis[e],-1.066449192529355,0,Exchange/demand reaction
EX_hisargser[e],2.020849747858778,0,Exchange/demand reaction
EX_hiscyscys[e],-4.940715369383044,0,Exchange/demand reaction
EX_hisglu[e],1.8304061243815133,0,Exchange/demand reaction
EX_hisglugln[e],20.8503672348829,0,Exchange/demand reaction
EX_hisglylys[e],1.0142188010939694,0,Exchange/demand reaction
EX_hishislys[e],-1.664978682544791,0,Exchange/demand reaction
EX_hislysala[e],3.942404445877928,0,Exchange/demand reaction
EX_hislysglu[e],-0.8801218764393419,0,Exchange/demand reaction
EX_hislysthr[e],-2.6201520915045964,0,Exchange/demand reaction
EX_hismetgln[e],-5.921690794605115,0,Exchange/demand reaction
EX_hisprolys[e],0.8413034175835006,0,Exchange/demand reaction
EX_ileglnglu[e],1.3626677750114877,0,Exchange/demand reaction
EX_ileglyarg[e],-1.9438516347924095,0,Exchange/demand reaction
EX_ileprolys[e],-2.428518262712928,0,Exchange/demand reaction
EX_ileserarg[e],6.038316721879833,0,Exchange/demand reaction
EX_iletrptyr[e],-2.5650736517986688,0,Exchange/demand reaction
EX_leualaarg[e],0.8707384003673215,0,Exchange/demand reaction
EX_leuproarg[e],14.51577394222006,0,Exchange/demand reaction
EX_leusertrp[e],-2.677461569400373,0,Exchange/demand reaction
EX_leutrparg[e],-1.779999141422463,0,Exchange/demand reaction
EX_leutyrtyr[e],4.312585815861247,0,Exchange/demand reaction
EX_leuval[e],-1.2847513310602827,0,Exchange/demand reaction
EX_lyslyslys[e],6.738849731921226,0,Exchange/demand reaction
EX_lyspheile[e],1.994747836947482,0,Exchange/demand reaction
EX_lystyrile[e],-1.2641693593962566,0,Exchange/demand reaction
EX_lysvalphe[e],5.648280796740767,0,Exchange/demand reaction
EX_metargleu[e],-4.9492952258387835,0,Exchange/demand reaction
EX_metglntyr[e],-1.2675764455975096,0,Exchange/demand reaction
EX_methislys[e],-1.6486887174394675,0,Exchange/demand reaction
EX_metphearg[e],4.8438249871868235,0,Exchange/demand reaction
EX_mettrpphe[e],10.92766989122435,0,Exchange/demand reaction
EX_pheglnphe[e],-1.7406361647976991,0,Exchange/demand reaction
EX_pheleuhis[e],-25.894191730209084,0,Exchange/demand reaction
EX_phelysala[e],2.7801754463169472,0,Exchange/demand reaction
EX_phepheasn[e],-1.0608199142261714,0,Exchange/demand reaction
EX_phephethr[e],6.785509177489082,0,Exchange/demand reaction
EX_pheproarg[e],3.392474689285847,0,Exchange/demand reaction
EX_phesertrp[e],-1.22882664044255,0,Exchange/demand reaction
EX_phethrlys[e],-1.627400772613863,0,Exchange/demand reaction
EX_phetyr[e],1.7676660528766641,0,Exchange/demand reaction
EX_phetyrlys[e],-2.229616408942993,0,Exchange/demand reaction
EX_proargcys[e],-2.262860818924731,0,Exchange/demand reaction
EX_proasncys[e],-2.1264784692506904,0,Exchange/demand reaction
EX_procys[e],-1.3078678423201293,0,Exchange/demand reaction
EX_proglnpro[e],-469.18004234008765,0,Exchange/demand reaction
EX_proglulys[e],-2.5783624285149433,0,Exchange/demand reaction
EX_prohis[e],-2.1472289948576484,0,Exchange/demand reaction
EX_prohistyr[e],7.100721205448203,0,Exchange/demand reaction
EX_prolyspro[e],-4.03369771418153,0,Exchange/demand reaction
EX_proproarg[e],0.9524892367376919,0,Exchange/demand reaction
EX_protrpthr[e],1.508001658343742,0,Exchange/demand reaction
EX_provalgln[e],0.8466701189764839,0,Exchange/demand reaction
EX_serargala[e],-0.9426604731592415,0,Exchange/demand reaction
EX_serargtrp[e],-1.7054908011217855,0,Exchange/demand reaction
EX_sercysarg[e],3.2590283810800194,0,Exchange/demand reaction
EX_serglyglu[e],-8.177000263816533,0,Exchange/demand reaction
EX_serlyshis[e],1.8360594741282736,0,Exchange/demand reaction
EX_thrglnglu[e],1.6137660140115146,0,Exchange/demand reaction
EX_thrmetarg[e],-15.043515489732174,0,Exchange/demand reaction
EX_thrthrarg[e],-0.973679610962867,0,Exchange/demand reaction
EX_trpargala[e],15.02510235017287,0,Exchange/demand reaction
EX_trpglugly[e],-1.4609347260429009,0,Exchange/demand reaction
EX_trpglutyr[e],1.1811256532323022,0,Exchange/demand reaction
EX_trpglyphe[e],-1.2705983646457593,0,Exchange/demand reaction
EX_trpiletrp[e],-9.079416491018142,0,Exchange/demand reaction
EX_trpleuval[e],2.7973424932632938,0,Exchange/demand reaction
EX_trplys[e],6.8631056646069135,0,Exchange/demand reaction
EX_trpmetarg[e],5.457648993957163,0,Exchange/demand reaction
EX_trpmetval[e],2.969570156429174,0,Exchange/demand reaction
EX_trpphe[e],-4.418356254089167,0,Exchange/demand reaction
EX_trpprogly[e],6.17590206563297,0,Exchange/demand reaction
EX_trpsertyr[e],122.27710912670274,0,Exchange/demand reaction
EX_trpthrglu[e],0.9321069869787909,0,Exchange/demand reaction
EX_trpthrtyr[e],5.44976319433582,0,Exchange/demand reaction
EX_trptyrtyr[e],5.3445041443488535,0,Exchange/demand reaction
EX_tyrala[e],-12.508697993405471,0,Exchange/demand reaction
EX_tyralaphe[e],-1.3118282862629522,0,Exchange/demand reaction
EX_tyrargser[e],-6.684723115592518,0,Exchange/demand reaction
EX_tyrasparg[e],-3.2870475991970864,0,Exchange/demand reaction
EX_tyrglu[e],-9.822406807491701,0,Exchange/demand reaction
EX_tyrphetyr[e],2.2507700965185027,0,Exchange/demand reaction
EX_tyrtrpphe[e],-2.388039063579782,0,Exchange/demand reaction
EX_tyrvalmet[e],-4.277622012691222,0,Exchange/demand reaction
EX_valarggly[e],1.7257978537689143,0,Exchange/demand reaction
EX_valhisasn[e],3.6009152874670787,0,Exchange/demand reaction
EX_vallystyr[e],-1.9656695940841078,0,Exchange/demand reaction
EX_valphearg[e],-5.606312161346554,0,Exchange/demand reaction
EX_valprotrp[e],1.1726585388950597,0,Exchange/demand reaction
EX_valserarg[e],1.5967046633296216,0,Exchange/demand reaction
EX_valtrpphe[e],0.9242686045540397,0,Exchange/demand reaction
EX_valtrpval[e],-79.18187094822775,0,Exchange/demand reaction
EX_valval[e],-0.9739709977480012,0,Exchange/demand reaction
ALALYSTHRt,1.3455477421253832,0,"Transport, extracellular"
ARGALAPHEt,-3.4464153474078745,0,"Transport, extracellular"
ARGALATHRt,1.015598203770964,0,"Transport, extracellular"
ARGARGMETt,1.2663518457063951,0,"Transport, extracellular"
ARGCYSSERt,-6.209727934969505,0,"Transport, extracellular"
ARGGLUPROt,1.3411797221473742,0,"Transport, extracellular"
ARGGLYGLYt,-5.627613620644082,0,"Transport, extracellular"
ARGHISTHRt,8.035685212488929,0,"Transport, extracellular"
ARGLEUPHEt,-12.308001653454049,0,"Transport, extracellular"
ARGPROMETt,1.5115938370580275,0,"Transport, extracellular"
ARGSERSERt,56.7256609632664,0,"Transport, extracellular"
ARGVALCYSt,1.645459598378176,0,"Transport, extracellular"
ARGVALTRPt,-4.299609120549322,0,"Transport, extracellular"
ASNASNARGt,0.9237901802973993,0,"Transport, extracellular"
ASNMETPROt,-1.8491721315775205,0,"Transport, extracellular"
ASNPHECYSt,-52.13047312479577,0,"Transport, extracellular"
ASNTYRGLYt,-1.1792208468327037,0,"Transport, extracellular"
ASNTYRPHEt,-2.4260537397541486,0,"Transport, extracellular"
ASPALAARGt,3.0156944220016584,0,"Transport, extracellular"
ASPGLUt,5.520361053546145,0,"Transport, extracellular"
ASPGLUPROt,-3.086496366144114,0,"Transport, extracellular"
ASPHISCYSt,-1.154083742781713,0,"Transport, extracellular"
ASPLYSHISt,2.770990142329407,0,"Transport, extracellular"
ASPMETASPt,-5.652049485051575,0,"Transport, extracellular"
ASPPROLYSt,-5.835962895583297,0,"Transport, extracellular"
ASPVALASNt,1.3631289529624373,0,"Transport, extracellular"
CYSASNMETt,-3.584373470637518,0,"Transport, extracellular"
CYSASPPHEt,3.3310060810908846,0,"Transport, extracellular"
CYSCYSt,-12.331019094616833,0,"Transport, extracellular"
CYSGLNMETt,1.1652369713792594,0,"Transport, extracellular"
CYSLEUTHRt,-4.768357523615852,0,"Transport, extracellular"
GLNASNGLNt,1.8363456475062614,0,"Transport, extracellular"
GLNPROGLUt,-1.4366800390077374,0,"Transport, extracellular"
GLUARGLEUt,-1.5070293109705766,0,"Transport, extracellular"
GLUASNLEUt,1.347977995170665,0,"Transport, extracellular"
GLUMETt,-4.536456316261557,0,"Transport, extracellular"
GLUTHRt,-1.0709016448532396,0,"Transport, extracellular"
GLUTHRLYSt,0.9153794214229984,0,"Transport, extracellular"
GLYHISASNt,-1.9500202940773017,0,"Transport, extracellular"
GLYHISLYSt,1.4983696825145079,0,"Transport, extracellular"
GLYLYSPHEt,-1.1250699068167935,0,"Transport, extracellular"
GLYTYRLYSt,1.21222253913573,0,"Transport, extracellular"
GLYVALHISt,1.0664491925292108,0,"Transport, extracellular"
HISARGSERt,-2.020849747858778,0,"Transport, extracellular"
HISCYSCYSt,4.940715369383044,0,"Transport, extracellular"
HISGLUt,-1.8304061243815133,0,"Transport, extracellular"
HISGLUGLNt,-20.8503672348829,0,"Transport, extracellular"
HISGLYLYSt,-1.0142188010939694,0,"Transport, extracellular"
HISHISLYSt,1.664978682544791,0,"Transport, extracellular"
HISLYSALAt,-3.942404445877928,0,"Transport, extracellular"
HISLYSGLUt,0.8801218764393419,0,"Transport, extracellular"
HISLYSTHRt,2.6201520915045964,0,"Transport, extracellular"
HISMETGLNt,5.921690794605115,0,"Transport, extracellular"
HISPROLYSt,-0.8413034175835006,0,"Transport, extracellular"
ILEGLNGLUt,-1.3626677750114877,0,"Transport, extracellular"
ILEGLYARGt,1.9438516347924095,0,"Transport, extracellular"
ILEPROLYSt,2.428518262728183,0,"Transport, extracellular"
ILESERARGt,-6.038316721879833,0,"Transport, extracellular"
ILETRPTYRt,2.5650736517986688,0,"Transport, extracellular"
LEUALAARGt,-0.8707384003673215,0,"Transport, extracellular"
LEUPROARGt,-14.51577394222006,0,"Transport, extracellular"
LEUSERTRPt,2.677461569400373,0,"Transport, extracellular"
LEUTRPARGt,1.779999141422463,0,"Transport, extracellular"
LEUTYRTYRt,-4.312585815861247,0,"Transport, extracellular"
LEUVALt,1.2847513310602827,0,"Transport, extracellular"
LYSLYSLYSt,-6.738849731921226,0,"Transport, extracellular"
LYSPHEILEt,-1.994747836947482,0,"Transport, extracellular"
LYSTYRILEt,1.2641693593962566,0,"Transport, extracellular"
LYSVALPHEt,-5.648280796740767,0,"Transport, extracellular"
METARGLEUt,4.9492952258387835,0,"Transport, extracellular"
METGLNTYRt,1.2675764455975096,0,"Transport, extracellular"
METHISLYSt,1.6486887174394675,0,"Transport, extracellular"
METPHEARGt,-4.8438249871868235,0,"Transport, extracellular"
METTRPPHEt,-10.92766989122435,0,"Transport, extracellular"
PHEGLNPHEt,1.7406361647976991,0,"Transport, extracellular"
PHELEUHISt,25.894191730209084,0,"Transport, extracellular"
PHELYSALAt,-2.7801754463169472,0,"Transport, extracellular"
PHEPHEASNt,1.0608199142261714,0,"Transport, extracellular"
PHEPHETHRt,-6.785509177489082,0,"Transport, extracellular"
PHEPROARGt,-3.392474689285847,0,"Transport, extracellular"
PHESERTRPt,1.22882664044255,0,"Transport, extracellular"
PHETHRLYSt,1.627400772613863,0,"Transport, extracellular"
PHETYRt,-1.7676660528766641,0,"Transport, extracellular"
PHETYRLYSt,2.229616408942993,0,"Transport, extracellular"
PROARGCYSt,2.262860818924731,0,"Transport, extracellular"
PROASNCYSt,2.1264784692506904,0,"Transport, extracellular"
PROCYSt,1.3078678423201293,0,"Transport, extracellular"
PROGLNPROt,469.18004234008765,0,"Transport, extracellular"
PROGLULYSt,2.5783624285149433,0,"Transport, extracellular"
PROHISt,2.1472289948576484,0,"Transport, extracellular"
PROHISTYRt,-7.100721205458708,0,"Transport, extracellular"
PROLYSPROt,4.03369771418153,0,"Transport, extracellular"
PROPROARGt,-0.9524892367376919,0,"Transport, extracellular"
PROTRPTHRt,-1.508001658343742,0,"Transport, extracellular"
PROVALGLNt,-0.8466701189763964,0,"Transport, extracellular"
SERARGALAt,0.9426604731592415,0,"Transport, extracellular"
SERARGTRPt,1.7054908011217855,0,"Transport, extracellular"
SERCYSARGt,-3.2590283810800194,0,"Transport, extracellular"
SERGLYGLUt,8.177000263816533,0,"Transport, extracellular"
SERLYSHISt,-1.8360594741282736,0,"Transport, extracellular"
THRGLNGLUt,-1.6137660140115146,0,"Transport, extracellular"
THRMETARGt,15.043515489732174,0,"Transport, extracellular"
THRTHRARGt,0.973679610962867,0,"Transport, extracellular"
TRPARGALAt,-15.02510235017287,0,"Transport, extracellular"
TRPGLUGLYt,1.4609347260429009,0,"Transport, extracellular"
TRPGLUTYRt,-1.1811256532323022,0,"Transport, extracellular"
TRPGLYPHEt,1.2705983646457593,0,"Transport, extracellular"
TRPILETRPt,9.079416491018142,0,"Transport, extracellular"
TRPLEUVALt,-2.7973424932632938,0,"Transport, extracellular"
TRPLYSt,-6.8631056646069135,0,"Transport, extracellular"
TRPMETARGt,-5.457648993956958,0,"Transport, extracellular"
TRPMETVALt,-2.969570156429174,0,"Transport, extracellular"
TRPPHEt,4.418356254089167,0,"Transport, extracellular"
TRPPROGLYt,-6.17590206563297,0,"Transport, extracellular"
TRPSERTYRt,-122.27710912670274,0,"Transport, extracellular"
TRPTHRGLUt,-0.9321069869787909,0,"Transport, extracellular"
TRPTHRTYRt,-5.44976319433582,0,"Transport, extracellular"
TRPTYRTYRt,-5.3445041443488535,0,"Transport, extracellular"
TYRALAt,12.508697993405471,0,"Transport, extracellular"
TYRALAPHEt,1.3118282862629522,0,"Transport, extracellular"
TYRARGSERt,6.684723115592518,0,"Transport, extracellular"
TYRASPARGt,3.2870475991970864,0,"Transport, extracellular"
TYRGLUt,9.822406807491701,0,"Transport, extracellular"
TYRPHETYRt,-2.2507700965185027,0,"Transport, extracellular"
TYRTRPPHEt,2.388039063579782,0,"Transport, extracellular"
TYRVALMETt,4.277622012691222,0,"Transport, extracellular"
VALARGGLYt,-1.7257978537689143,0,"Transport, extracellular"
VALHISASNt,-3.6009152874670787,0,"Transport, extracellular"
VALLYSTYRt,1.9656695940841078,0,"Transport, extracellular"
VALPHEARGt,5.606312161346554,0,"Transport, extracellular"
VALPROTRPt,-1.1726585388950597,0,"Transport, extracellular"
VALSERARGt,-1.5967046633296216,0,"Transport, extracellular"
VALTRPPHEt,-0.9242686045540399,0,"Transport, extracellular"
VALTRPVALt,79.18187094822775,0,"Transport, extracellular"
VALVALt,0.9739709977480012,0,"Transport, extracellular"
ALALYSTHRr,1.345547742126512,0,Peptide metabolism
ARGALAPHEr,-3.4464153474078745,0,Peptide metabolism
ARGALATHRr,1.0155982037709637,0,Peptide metabolism
ARGARGMETr,1.2663518457063951,0,Peptide metabolism
ARGCYSSERr,-6.209727934969505,0,Peptide metabolism
ARGGLUPROr,1.3411797221473742,0,Peptide metabolism
ARGGLYGLYr,5.627613620644082,0,Peptide metabolism
ARGHISTHRr,8.035685212488929,0,Peptide metabolism
ARGLEUPHEr,-12.308001653454049,0,Peptide metabolism
ARGPROMETr,1.5115938370580275,0,Peptide metabolism
ARGSERSERr,56.7256609632664,0,Peptide metabolism
ARGVALCYSr,1.645459598378176,0,Peptide metabolism
ARGVALTRPr,-4.299609120549322,0,Peptide metabolism
ASNASNARGr,0.9237901802964403,0,Peptide metabolism
ASNMETPROr,-1.8491721315775205,0,Peptide metabolism
ASNPHECYSr,-52.13047312479577,0,Peptide metabolism
ASNTYRGLYr,-1.1792208468327037,0,Peptide metabolism
ASNTYRPHEr,-2.4260537397541486,0,Peptide metabolism
ASPALAARGr,3.0156944220016584,0,Peptide metabolism
ASPGLUr,5.520361053546145,0,Peptide metabolism
ASPGLUPROr,-3.086496366144114,0,Peptide metabolism
ASPHISCYSr,-1.154083742781713,0,Peptide metabolism
ASPLYSHISr,2.770990142329407,0,Peptide metabolism
ASPMETASPr,-5.652049485051575,0,Peptide metabolism
ASPPROLYSr,-5.835962895583297,0,Peptide metabolism
ASPVALASNr,1.3631289529624373,0,Peptide metabolism
CYSASNMETr,-3.584373470637518,0,Peptide metabolism
CYSASPPHEr,3.3310060810904747,0,Peptide metabolism
CYSCYSr,-12.331019094617357,0,Peptide metabolism
CYSGLNMETr,1.1652369713792594,0,Peptide metabolism
CYSLEUTHRr,-4.768357523615852,0,Peptide metabolism
GLNASNGLNr,1.8363456475062614,0,Peptide metabolism
GLNPROGLUr,-1.4366800390077374,0,Peptide metabolism
GLUARGLEUr,-1.5070293109705766,0,Peptide metabolism
GLUASNLEUr,1.347977995170665,0,Peptide metabolism
GLUMETr,-4.536456316261557,0,Peptide metabolism
GLUTHRr,-1.0709016448532396,0,Peptide metabolism
GLUTHRLYSr,0.9153794214229984,0,Peptide metabolism
GLYHISASNr,-1.9500202940773017,0,Peptide metabolism
GLYHISLYSr,1.4983696825145079,0,Peptide metabolism
GLYLYSPHEr,-1.1250699068167935,0,Peptide metabolism
GLYTYRLYSr,1.21222253913573,0,Peptide metabolism
GLYVALHISr,1.0664491925292108,0,Peptide metabolism
HISARGSERr,-2.020849747858778,0,Peptide metabolism
HISCYSCYSr,4.940715369383044,0,Peptide metabolism
HISGLUr,-1.8304061243815133,0,Peptide metabolism
HISGLUGLNr,-20.8503672348829,0,Peptide metabolism
HISGLYLYSr,-1.0142188010939694,0,Peptide metabolism
HISHISLYSr,1.664978682544791,0,Peptide metabolism
HISLYSALAr,-3.942404445877928,0,Peptide metabolism
HISLYSGLUr,0.8801218764393419,0,Peptide metabolism
HISLYSTHRr,2.6201520915045964,0,Peptide metabolism
HISMETGLNr,5.921690794605115,0,Peptide metabolism
HISPROLYSr,-0.8413034175835006,0,Peptide metabolism
ILEGLNGLUr,-1.3626677750114877,0,Peptide metabolism
ILEGLYARGr,1.9438516347924095,0,Peptide metabolism
ILEPROLYSr,2.428518262728183,0,Peptide metabolism
ILESERARGr,-6.038316721879833,0,Peptide metabolism
ILETRPTYRr,2.5650736517986688,0,Peptide metabolism
LEUALAARGr,-0.8707384003673215,0,Peptide metabolism
LEUPROARGr,-14.51577394222006,0,Peptide metabolism
LEUSERTRPr,2.677461569400373,0,Peptide metabolism
LEUTRPARGr,1.779999141422457,0,Peptide metabolism
LEUTYRTYRr,-4.312585815861247,0,Peptide metabolism
LEUVALr,1.2847513310602827,0,Peptide metabolism
LYSLYSLYSr,-6.738849731921226,0,Peptide metabolism
LYSPHEILEr,-1.994747836947482,0,Peptide metabolism
LYSTYRILEr,1.2641693593962566,0,Peptide metabolism
LYSVALPHEr,-5.648280796740767,0,Peptide metabolism
METARGLEUr,4.9492952258387835,0,Peptide metabolism
METGLNTYRr,1.2675764455975096,0,Peptide metabolism
METHISLYSr,1.6486887174394675,0,Peptide metabolism
METPHEARGr,-4.8438249871868235,0,Peptide metabolism
METTRPPHEr,-10.92766989122435,0,Peptide metabolism
PHEGLNPHEr,1.7406361647976991,0,Peptide metabolism
PHELEUHISr,25.894191730209084,0,Peptide metabolism
PHELYSALAr,-2.7801754463169472,0,Peptide metabolism
PHEPHEASNr,1.0608199142261714,0,Peptide metabolism
PHEPHETHRr,-6.785509177488971,0,Peptide metabolism
PHEPROARGr,-3.392474689285847,0,Peptide metabolism
PHESERTRPr,1.22882664044255,0,Peptide metabolism
PHETHRLYSr,1.627400772613863,0,Peptide metabolism
PHETYRr,-1.7676660528766641,0,Peptide metabolism
PHETYRLYSr,2.229616408942993,0,Peptide metabolism
PROARGCYSr,2.262860818924731,0,Peptide metabolism
PROASNCYSr,2.1264784692506904,0,Peptide metabolism
PROCYSr,1.3078678423201293,0,Peptide metabolism
PROGLNPROr,469.18004234008765,0,Peptide metabolism
PROGLULYSr,2.5783624285149433,0,Peptide metabolism
PROHISr,2.1472289948576484,0,Peptide metabolism
PROHISTYRr,-7.100721205458708,0,Peptide metabolism
PROLYSPROr,4.03369771418153,0,Peptide metabolism
PROPROARGr,-0.9524892367377092,0,Peptide metabolism
PROTRPTHRr,-1.508001658343742,0,Peptide metabolism
PROVALGLNr,-0.8466701189764839,0,Peptide metabolism
SERARGALAr,0.9426604731592415,0,Peptide metabolism
SERARGTRPr,1.7054908011217855,0,Peptide metabolism
SERCYSARGr,-3.2590283810800194,0,Peptide metabolism
SERGLYGLUr,8.177000263816533,0,Peptide metabolism
SERLYSHISr,-1.8360594741282736,0,Peptide metabolism
THRGLNGLUr,-1.6137660140115146,0,Peptide metabolism
THRMETARGr,15.043515489732174,0,Peptide metabolism
THRTHRARGr,0.973679610962867,0,Peptide metabolism
TRPARGALAr,-15.02510235017287,0,Peptide metabolism
TRPGLUGLYr,1.4609347260429009,0,Peptide metabolism
TRPGLUTYRr,-1.1811256532323022,0,Peptide metabolism
TRPGLYPHEr,-1.2705983646457593,0,Peptide metabolism
TRPILETRPr,9.079416491018142,0,Peptide metabolism
TRPLEUVALr,-2.7973424932632938,0,Peptide metabolism
TRPLYSr,-6.8631056646069135,0,Peptide metabolism
TRPMETARGr,-5.457648993957163,0,Peptide metabolism
TRPMETVALr,-2.96957015645533,0,Peptide metabolism
TRPPHEr,4.418356254089167,0,Peptide metabolism
TRPPROGLYr,6.17590206563297,0,Peptide metabolism
TRPSERTYRr,-122.27710912670274,0,Peptide metabolism
TRPTHRGLUr,-0.9321069869787909,0,Peptide metabolism
TRPTHRTYRr,-5.44976319433582,0,Peptide metabolism
TRPTYRTYRr,-5.3445041443488535,0,Peptide metabolism
TYRALAr,12.508697993405471,0,Peptide metabolism
TYRALAPHEr,1.3118282862629522,0,Peptide metabolism
TYRARGSERr,6.684723115592518,0,Peptide metabolism
TYRASPARGr,3.2870475991970864,0,Peptide metabolism
TYRGLUr,9.822406807491701,0,Peptide metabolism
TYRPHETYRr,-2.2507700965185027,0,Peptide metabolism
TYRTRPPHEr,2.388039063579782,0,Peptide metabolism
TYRVALMETr,4.277622012691222,0,Peptide metabolism
VALARGGLYr,-1.7257978537689143,0,Peptide metabolism
VALHISASNr,-3.6009152874670787,0,Peptide metabolism
VALLYSTYRr,1.9656695940841078,0,Peptide metabolism
VALPHEARGr,5.606312161346554,0,Peptide metabolism
VALPROTRPr,-1.1726585388950597,0,Peptide metabolism
VALSERARGr,-1.5967046633296216,0,Peptide metabolism
VALTRPPHEr,-0.9242686045540397,0,Peptide metabolism
VALTRPVALr,79.18187094822775,0,Peptide metabolism
VALVALr,0.9739709977480012,0,Peptide metabolism
HOMOVALte,0.9435908609960533,0,"Transport, extracellular"
EX_homoval[e],0.9435908609960533,0,Exchange/demand reaction
PCHOLN261_HSte,-0.9671396829078004,0,"Transport, extracellular"
PCHOLN281_HSte,-0.8769918928476558,0,"Transport, extracellular"
SPRMt2r,-5.7007938670291844,0,"Transport, extracellular"
sink_tmndnc[c],-1.0819299531187325,0,Exchange/demand reaction
ALAR,-1.1222529869323652,0,Alanine and aspartate metabolism
BUTt2r,-1.8193799779864426,0,"Transport, extracellular"
EX_co2[e],1.2935506810767843,0,Exchange/demand reaction
EX_ins[e],1.2648915589375247,0,Exchange/demand reaction
EX_thymd[e],1.658734698776368,0,Exchange/demand reaction
EX_urea[e],-2.4429534195422073,0,Exchange/demand reaction
FBA,-0.879162480112291,0,Glycolysis/gluconeogenesis
GHMT2r,3.7791142449319906,0,"Glycine, serine, alanine, and threonine metabolism"
GK1,-1.3362323004129202,0,Nucleotide interconversion
GLYLEUHYDROc,2.417984525764889,0,"Transport, extracellular"
LEUTA,-2.002511627394182,0,"Valine, leucine, and isoleucine metabolism"
L_LACt2r,-1.6729307347756937,0,"Transport, extracellular"
MTHFC,2.2641630898576186,0,Folate metabolism
NAt3_1,-5.4055111959530775,0,"Transport, extracellular"
NDPK3,2.1111396178325528,0,Nucleotide interconversion
NDPK7,-0.9099970525386293,0,Nucleotide interconversion
NDPK8,-2.5002839710515774,0,Nucleotide interconversion
NDPK9,-1.543705614335559,0,Nucleotide interconversion
PUNP2,-7.23905072805758,0,Purine catabolism
PUNP4,-5.0556931332976065,0,Purine catabolism
PUNP5,-9.843343981524413,0,Purine catabolism
TPI,0.8507024563864726,0,Glycolysis/gluconeogenesis
UREAt,1.4986935710765454,0,"Transport, extracellular"
NTD2,-0.8427103186229467,0,Pyrimidine catabolism
NTD6,-0.856805519532629,0,Nucleotide interconversion
NADS2,0.8397540407776624,0,NAD metabolism
AICART,0.9517648112905474,0,Purine synthesis
EX_fol[e],-0.8342071396746924,0,Exchange/demand reaction
EX_hxan[e],2.680317209572398,0,Exchange/demand reaction
EX_xyl_D[e],2.828596871463445,0,Exchange/demand reaction
HYXNt,-2.680317209572398,0,"Transport, extracellular"
IMPC,-0.9517648112905474,0,Purine synthesis
MDH,0.9495553351309348,0,Citric acid cycle
MI3PP,-0.8379879442096265,0,Inositol phosphate metabolism
TYRTA,49.84922909574207,0,Tyrosine metabolism
XYLt,-2.828596871463449,0,"Transport, extracellular"
ACGAM2E,-2.7316124256322154,0,Aminosugar metabolism
EX_phpyr[e],1.2058601037349348,0,Exchange/demand reaction
EX_tym[e],-2.17609204891008,0,Exchange/demand reaction
PHPYRte,-1.2058601037349326,0,"Transport, extracellular"
APRGSTRNt1e,-1.0746293350135632,0,"Transport, extracellular"
AGRMte,23.04448665169143,0,"Transport, extracellular"
MLTHFte,-0.9344375102591397,0,"Transport, extracellular"
CE1918te,-1.1562473403451774,0,"Transport, extracellular"
34DHOXMANDte,-0.8961602675869585,0,"Transport, extracellular"
