Reaction,fc,pval,Clus,Disp,subSystem,rxnNames,geneRules,kegg,source
HMR_3353,-0.3166855102521289,0,5.780724065867719,2.999996950437507,Fatty acid oxidation,Acetyl Coenzyme A C-Acyltransferase,30.1 or 4645.1,NA,PMID:9920399;PMID:9568246;PMID:7923814
HMR_3396,0.27397127769504626,0,0.832735242901428,1.4612104849141565,Fatty acid oxidation,HMR_3396,NA,NA,NA
HMR_3397,0.05466824974573053,0,0.9418697512261298,1.0508058380001741,Fatty acid oxidation,HMR_3397,NA,NA,NA
HMR_3398,0.07472063659757726,0,1.5925242636067554,1.8497318302733678,Fatty acid oxidation,Enoyl Coenzyme A Hydratase,30.1 or 3028.1 or 37.1 or 3030.1 or 33.1 or 34.1 or 1892.1 or 3032.1 or 3033.1 or 10449.1 or 28976.1,NA,NA
HMR_3406,0.08892497255422668,0,1.1368052297852478,1.3587197172047185,Fatty acid oxidation,Enoyl Coenzyme A Hydratase,30.1 or 3028.1 or 37.1 or 3030.1 or 33.1 or 34.1 or 1892.1 or 3032.1 or 3033.1 or 10449.1 or 28976.1,NA,NA
HMR_3407,0.08111241988985662,0,1.1142072257685012,1.3109147366699194,Fatty acid oxidation,Enoyl Coenzyme A Hydratase,30.1 or 3028.1 or 37.1 or 3030.1 or 33.1 or 34.1 or 1892.1 or 3032.1 or 3033.1 or 10449.1 or 28976.1,NA,NA
HMR_3408,0.09573106854729974,0,1.120144184867407,1.3573138940426026,Fatty acid oxidation,Enoyl Coenzyme A Hydratase,30.1 or 3028.1 or 37.1 or 3030.1 or 33.1 or 34.1 or 1892.1 or 3032.1 or 3033.1 or 10449.1 or 28976.1,NA,NA
HMR_3411,0.07825073238344986,0,1.0643712378829062,1.245088124390625,Fatty acid oxidation,Enoyl Coenzyme A Hydratase,30.1 or 3028.1 or 37.1 or 3030.1 or 33.1 or 34.1 or 1892.1 or 3032.1 or 3033.1 or 10449.1 or 28976.1,NA,NA
HMR_3413,-0.19863007417980832,0,1.3057277705615562,0.8729723950504773,Fatty acid oxidation,Enoyl Coenzyme A Hydratase,30.1 or 3028.1 or 37.1 or 3030.1 or 33.1 or 34.1 or 1892.1 or 3032.1 or 3033.1 or 10449.1 or 28976.1,NA,NA
HMR_3414,0.004386077781175827,0,1.4766042447486172,1.489614310045913,Fatty acid oxidation,Enoyl Coenzyme A Hydratase,30.1 or 3028.1 or 37.1 or 3030.1 or 33.1 or 34.1 or 1892.1 or 3032.1 or 3033.1 or 10449.1 or 28976.1,NA,NA
HMR_3416,0.7578210359861711,0,0.8732656611826453,6.3384726889143534,Fatty acid oxidation,Enoyl Coenzyme A Hydratase,30.1 or 3028.1 or 37.1 or 3030.1 or 33.1 or 34.1 or 1892.1 or 3032.1 or 3033.1 or 10449.1 or 28976.1,NA,NA
