Reaction,fc,pval,MCF10A_KO,MCF10A_P,rxnNames,subSystem,geneRules,kegg,source
UPP3S,-0.829880194181217,0,2.9815908807139846,32.07124575242996,Uroporphyrinogen-Iii Synthase,Heme synthesis,7390.1,NA,PMID:3174619
UPPDC1,-0.829880194181217,0,2.9815908807139846,32.07124575242996,Uroporphyrinogen Decarboxylase (Uroporphyrinogen Iii),Heme synthesis,7389.1,NA,PMID:3015909
UREAt,1,0,NA,-276.4044652275085,Urea Transport via Facilitate Diffusion,"Transport, extracellular",6523.1 or 6563.1 or 6528.1 or 8170.1,NA,"PMID:10893432,PMID:11024018,PMID:11034615,PMID:12679487,PMID:12748858,PMID:12856182,PMID:2490366,PMID:8063771,PMID:8559252,PMID:8806637,PMID:9341168"
VALTA,1.1619068445531127,0,4.747186304575182,-63.388145155674216,Valine Transaminase,"Valine, leucine, and isoleucine metabolism",586.1,NA,"PMID:6933702,PMID:9165094"
r0082,0.5395236925906158,0,136.5105340307951,40.830723772238194,Oxalosuccinate:NADP+ Oxidoreductase (Decarboxylating) Ec:1.1.1.42,Miscellaneous,3417.1,NA,"PMID:16489927,PMID:9866202"
r0345,-0.7675307331307989,0,-12.869142451154387,-1.6925760071826634,ATP:AMP Phosphotransferase Ec:2.7.4.11,Nucleotide interconversion,204.1 or 203.1 or 122481.1 or 26289.1 or 205.1 or 100507855.1,NA,PMID:11768308
r0422,0.5395236925906158,0,136.5105340307951,40.830723772238194,Isocitrate:NADP+ Oxidoreductase (Decarboxylating) Ec:1.1.1.42,Miscellaneous,3417.1 or 3418.1,NA,"PMID:10521434,PMID:16489927,PMID:9866202"
r0570,-1.0012749962383418,0,-0.612685213165058,961.6903648803711,"2-Deoxy-D-Ribose 1-Phosphate 1, 5-Phosphomutase Ec:5.4.2.7",Pentose phosphate pathway,55276.1,NA,PMID:3023765
FPGS,1,0,0.747476078899998,NA,Folylpolyglutamate Synthetase,Folate metabolism,2356.1,NA,PMID:10777604
NTD5,0.3786561889331664,0,1.6382510201343374,0.738340088345074,5'-Nucleotidase (dTMP),Pyrimidine catabolism,30833.1 or 22978.1 or 84618.1 or 51251.1 or 4907.1 or 93034.1,NA,PMID:4291247
NTD6,0.7675307331307989,0,12.869142451154387,1.6925760071826634,5'-Nucleotidase (dAMP),Nucleotide interconversion,22978.1 or 30833.1 or 93034.1 or 93034.2 or 84618.1 or 51251.1 or 4907.1,NA,PMID:8450671
NTD7,-1,0,NA,2.9715151760129994,5'-Nucleotidase (AMP),Nucleotide interconversion,22978.1 or 93034.2 or 93034.1 or 30833.1 or 84618.1 or 51251.1,NA,PMID:11133996
NTD8,0.47589665349626925,0,1.3350774306229345,0.47409725306545736,5'-Nucleotidase (dGMP),Nucleotide interconversion,22978.1 or 30833.1 or 93034.1 or 93034.2 or 84618.1 or 51251.1 or 4907.1,NA,PMID:10899995
NTD9,1,0,4.935502063189575,NA,5'-Nucleotidase (GMP),Nucleotide interconversion,22978.1 or 84618.1 or 51251.1 or 4907.1 or 93034.1,NA,PMID:8450671
NTD10,0.42362181907177215,0,5.16246096599272,2.0901125712107773,5'-Nucleotidase (XMP),Nucleotide interconversion,22978.1 or 30833.1 or 93034.1 or 93034.2 or 84618.1 or 51251.1 or 4907.1,NA,PMID:15699053
NTD11,1,0,1.181205621246282,NA,5'-Nucleotidase (IMP),Purine catabolism,22978.1 or 93034.2 or 93034.1 or 84618.1 or 51251.1 or 4907.1,NA,PMID:11133996
NADS2,1,0,39.74251582626999,NA,NAD Synthase (Glutamine-Hydrolysing),NAD metabolism,55191.1,NA,NA
EX_nac[e],1,0,60.141980998528005,NA,Exchange of Nicotinate,Exchange/demand reaction,NA,NA,NA
ADPRDP,0.33273362451475386,0,0.9833099705947443,0.49231869594057465,ADPribose Diphosphatase,Nucleotide interconversion,11164.1,NA,"PMID:10567213,PMID:10722730,PMID:12717453"
ADNK1,-0.573146662141192,0,5.938947026259976,21.887692709303835,Adenosine Kinase,Nucleotide interconversion,132.1 or 132.2,NA,NA
AGDC,1,0,290.2679351316452,NA,N-Acetylglucosamine-6-Phosphate Deacetylase,Aminosugar metabolism,51005.1,NA,NA
AICART,1.020126994097395,0,8.844004101702668,-887.664165612793,Phosphoribosylaminoimidazolecarboxamide Formyltransferase,Purine synthesis,471.1,NA,"PMID:11948179,PMID:14966129,PMID:9378707"
ALDD2x,-0.6813758816910632,0,24.74420096544125,130.57486964834928,"Aldehyde Dehydrogenase (Acetaldehyde, NAD)",Glycolysis/gluconeogenesis,218.1 or 501.1 or 8854.2 or 224.1 or 222.1 or 8854.1 or 221.1 or 216.1 or 8854.3 or 223.1 or 220.1 or 219.1,NA,PMID:12616643
AMANK,0.37670911791231726,0,0.6753346475267558,0.3057508101636144,N-Acetyl-D-Mannosamine Kinase,Aminosugar metabolism,10020.1 or 55577.1,NA,"PMID:10330343,PMID:10431835,PMID:11308027"
ARGSL,0.6173585033943307,2.1005356919157065e-13,3.786120960317066,0.8957364663093497,Argininosuccinate Lyase,Alanine and aspartate metabolism,435.1,NA,"PMID:11747432,PMID:12408190,PMID:3463959"
EX_etha[e],1,0,393.3182268988609,NA,Exchange of Ethanolamine,Exchange/demand reaction,NA,NA,NA
EX_glcr[e],0.8627249634021859,0,144.55272238492967,10.652930865038511,Exchange of Glcr,Exchange/demand reaction,NA,NA,NA
EX_glyc[e],1,0,NA,-296.5843882311864,Exchange of Glycerol,Exchange/demand reaction,NA,NA,NA
EX_man[e],-1,0,NA,145.9094165477991,Exchange of D-Mannose,Exchange/demand reaction,NA,NA,NA
EX_trp_L[e],1,0,NA,-101.09649787166137,Exchange of L-Tryptophan,Exchange/demand reaction,NA,NA,NA
EX_xyl_D[e],0.45530444532705205,0,592.3104195399285,221.69165602827744,Exchange of D-Xylose,Exchange/demand reaction,NA,NA,NA
GALK,-1,0,NA,21.287034375774862,Galactokinase,Galactose metabolism,2584.1 or 2585.2 or 2585.1,NA,PMID:4371022
GLUPRT,-0.4842388763477751,2.383129596984608e-5,0.6855091930608644,1.9727337865829435,Glutamine Phosphoribosyldiphosphate Amidotransferase,Purine synthesis,5471.1,NA,"PMID:8106516,PMID:8380692,PMID:9108165"
GLXO1,0.7928039101956633,0,16.874428444084337,1.950194090616284,Glyoxylate Oxidase,Glyoxylate and dicarboxylate metabolism,3939.1 or 55293.1 or (3945.1 and 3939.1) or 197257.1 or 92483.1 or 3945.1 or 160287.1 or 3948.1 or 197257.2 or 3948.2,NA,"PMID:12768081,PMID:9038835,PMID:9604807,PMID:9783918"
GLYOX,0.9225128349557722,0,106.18420895671845,4.279770295894696,Hydroxyacylglutathione Hydrolase,Pyruvate metabolism,3029.1 or 84264.2 or 84264.1,NA,"PMID:15117945,PMID:8550579"
HEX7,0.561093806400569,0,2.69871370752171,0.7587514319296643,Hexokinase (D-Fructose:ATP),Fructose and mannose metabolism,2645.2 or 2645.3 or 3098.3 or 3098.1 or 3101.1 or 3098.2 or 3099.1 or 2645.1 or 3098.4 or 80201.1 or 3098.5,NA,NA
HXPRT,0.7068313793610335,0,53.48329144333005,9.186392381386094,Hypoxanthine Phosphoribosyltransferase (Hypoxanthine),Nucleotide salvage pathway,3251.1,NA,"PMID:3008106,PMID:6853490"
IMACTD,-0.49061063819753287,0,1.683830515321798,4.927342161561706,Imidazole Acetaldeyde Dehydrogenase,Histidine metabolism,216.1 or 8854.1 or 224.1 or 8854.2 or 223.1 or 501.1 or 8854.3,NA,PMID:2071588
IMPC,-1.020126994097395,0,-8.844004101702668,887.664165612793,IMP Cyclohydrolase,Purine synthesis,471.1,NA,"PMID:11948179,PMID:14966129,PMID:9378707"
LGTHL,0.7264755773708794,0,178.12847469124793,28.220780434047803,Lactoylglutathione Lyase,Pyruvate metabolism,2739.1,NA,"PMID:7684374,PMID:8449929"
MDH,3.643362774049406,0,117.99299550551883,-67.17077839814476,Malate Dehydrogenase,Citric acid cycle,130752.1 or 4190.1,NA,"PMID:15565635,PMID:9933076"
NTD3,0.6828872946974237,0,7.4228130013374125,1.3987082315173451,5'-Nucleotidase (dCMP),Pyrimidine catabolism,93034.1 or 30833.1 or 93034.2 or 2978.1 or 84618.1 or 51251.1 or 4907.1,NA,PMID:11133996
NTD5_a,-1,0,NA,0.4393326539007857,5-Nucleotidase (dTMP),Vitamin B2 metabolism,NA,NA,PMID: 21749716.
ORNDC,-0.5541240054768308,0,7.372499540185891,25.697231195465058,Ornithine Decarboxylase,Urea cycle,4953.1,NA,PMID:2317811
PFK,0.9738187553661611,0,418.9943165122986,5.557649440189687,Phosphofructokinase,Glycolysis/gluconeogenesis,5214.1 or 5211.2 or (5214.1 and 5211.1) or (5214.1 and 5213.1) or 5213.1 or (5214.1 and 5211.2) or 5211.1 or (5211.1 and 5213.1) or (5213.1 and 5211.2),NA,NA
PRFGS,-0.4842388763477751,2.383129596984608e-5,0.6855091930608644,1.9727337865829435,Phosphoribosylformylglycinamidine Synthase,Purine synthesis,5198.1,NA,NA
THRD_L,1,0,1.4574513052685667,NA,L-Threonine Deaminase,"Glycine, serine, alanine, and threonine metabolism",10993.1 or 113675.1,NA,PMID:12361482
TMDS,-0.6742246399999244,0,6.665623084967583,34.255968314492705,Thymidylate Synthase,Nucleotide interconversion,7298.1,NA,"PMID:14967037,PMID:2243092"
TYRTA,0.5495214722406507,0,-4.36680134211237,-15.020588169359154,Tyrosine Transaminase,Tyrosine metabolism,2805.1 or 6898.1,NA,NA
XYLt,-0.45530444532705205,0,-592.3104195399285,-221.69165602827744,D-Xylose Reversible Transport,"Transport, extracellular",6515.1,NA,"PMID:10421229,PMID:12750891,PMID:3170580,PMID:8504756,PMID:9230074"
r0392,-0.4788386517063994,0,-818.8258783874512,-288.5645423898608,D-Glyceraldehyde:NAD+ Oxidoreductase Ec:1.2.1.3,Miscellaneous,224.1 or 217.1 or 219.1 or 223.1 or 501.1,NA,"PMID:12705826,PMID:170276,PMID:6189823,PMID:6285247,PMID:8155713"
EX_34dhpha[e],1,0,NA,-669.2012235111237,Exchange of 34Dhpha,Exchange/demand reaction,NA,NA,NA
ACGAM2E,-0.9969258901615156,0,0.6753346475267558,438.693902633667,N-Acetylglucosamine 2-Epimerase,Aminosugar metabolism,5973.1,NA,PMID:12499362
EX_lcts[e],-1,0,-55.241857154586256,NA,Exchange of Lactose,Exchange/demand reaction,NA,NA,NA
EX_etoh[e],-0.5723914014109026,0,-735.2680161867141,-199.95462052696942,Exchange of Ethanol,Exchange/demand reaction,NA,NA,NA
ETOHt,0.5723914014109026,0,735.2680161867141,199.95462052696942,Ethanol Reversible Transport,"Transport, extracellular",NA,NA,NA
AACOAT,1,0,0.8396036787556441,NA,Acetoacetyl Coenzyme A:Acetate Coa-Transferase,Propanoate metabolism,65985.1,NA,PMID:12623130
EX_pheme[e],-0.829880194181217,0,2.9815908807139846,32.07124575242996,Exchange of Heme,Exchange/demand reaction,NA,NA,NA
GLNt4,-0.47320749040935695,0,197.99029660114905,553.6919805633545,"Transport of L-Glutamine  via Sodium Symport, Reversible","Transport, extracellular",81539.1 or 11254.1 or 54407.1 or 55089.1 or (340024.1 and 57393.1) or (340024.1 and 59272.1),NA,"PMID:10747860,PMID:10891391,PMID:10930503,PMID:11325958,PMID:11342143,PMID:11414754"
MTRI,0.7825235953443908,0,26.104737884131072,3.1849028839481073,5-Methylthioribose-1-Phosphate Isomerase,Arginine and proline metabolism,NA,NA,PMID:2543672
MTHFD2,0.33896331900415555,0,-355.5693238881826,-720.2236967124938,Methylenetetrahydrofolate Dehydrogenase (NAD),Folate metabolism,100287639.1 or 441024.1 or 10797.1,NA,PMID:2786332
AHC,1.1543931887964802,0,303.0370674531937,-21.7169546445556,Adenosylhomocysteinase,Methionine and cysteine metabolism,191.1 or 10768.2 or 10768.1,NA,"PMID:12590576,PMID:2596825"
EX_phpyr[e],999.9449246088828,0,262.068263849017,-262.5929539643437,Exchange of Phenylpyruvate,Exchange/demand reaction,NA,NA,NA
EX_tym[e],0.6600012904242138,0,-2.906380763039425,-14.190041553772868,Exchange of Tyramine,Exchange/demand reaction,NA,NA,NA
PHPYRte,-999.9449246088828,0,-262.068263849017,262.5929539643437,Transport of Phenylpyruvate via Proton Symport,"Transport, extracellular",6566.1 or 9194.1 or 9123.1,NA,PMID: 4418160
3MOX4HOXMte,1,0,55.388415020936726,NA,"Transport 3-Methoxy-4-Hydroxymandelate, Extracellular","Transport, extracellular",NA,NA,PMID: 15317907
EX_3mox4hoxm[e],1,0,55.388415020936726,NA,Exchange of 3-Methoxy-4-Hydroxymandelate,Exchange/demand reaction,NA,NA,NA
2HIVc,0.4501797055801294,0,-54.86583638868644,-144.71150531921387,Formation of 2-Hydroxy-Isovalerate,"Valine, leucine, and isoleucine metabolism",(3945.1 and 3939.1) or 160287.1 or 3948.2 or 3939.1 or 3948.1 or 55293.1 or 3945.1 or 92483.1,NA,"PMID: 1429566, Chalmers, R. A. and A. M. Lawson (1982). Organic Acids in Man: Analytical Chemistry, Biochemistry and Diagnosis of the Organic Acidurias. London, Chapman and Hall Ltd."
2HIVte,0.4501797055801294,0,-54.86583638868644,-144.71150531921387,Transport of 2-Hydroxy-Isovalerate,"Transport, extracellular",NA,NA,NA
EX_2hiv[e],0.4501797055801294,0,-54.86583638868644,-144.71150531921387,Exchange of 2-Hydroxy-Isovalerate,Exchange/demand reaction,NA,NA,NA
2M3OVCOAm,-0.42010716174176493,0,11.193990012873595,27.413108658997714,Formation of 2-Methyl-3-Oxo-Valeryl Coa,Propanoate metabolism,38.1,NA,NA
2M3OVACm,-0.42010716174176493,0,11.193990012873595,27.413108658997714,Formation of 2-Methyl-3-Oxo-Valerate,Propanoate metabolism,NA,NA,NA
2M3OVACtm,-0.42010716174176493,0,11.193990012873595,27.413108658997714,"Transport of 2-Methyl-3-Oxo-Valerate, Mitochondrial","Transport, mitochondrial",NA,NA,NA
2M3HVACc,-0.42010716174176493,0,11.193990012873595,27.413108658997714,Formation of 2-Methyl-3-Hydroxy-Valerate,Propanoate metabolism,NA,NA,NA
2M3HVACte,-0.42010716174176493,0,11.193990012873595,27.413108658997714,Transport of 2-Methyl-3-Hydroxy-Valerate,"Transport, extracellular",NA,NA,NA
EX_2m3hvac[e],-0.42010716174176493,0,11.193990012873595,27.413108658997714,Exchange of 2-Methyl-3-Hydroxy-Valerate,Exchange/demand reaction,NA,NA,NA
TIGGLYc,-1,0,NA,57.749169724227116,Formation of Tiglylglycine,"Glycine, serine, alanine, and threonine metabolism",10249.1,NA,"Chalmers, R. A. and A. M. Lawson (1982). Organic Acids in Man: Analytical Chemistry, Biochemistry and Diagnosis of the Organic Acidurias. London, Chapman and Hall Ltd."
TIGGLYtm,-1,0,NA,57.749169724227116,"Transport of Tiglylglycine, Mitochondrial","Transport, mitochondrial",NA,NA,NA
TIGGLYte,-1,0,NA,57.749169724227116,"Transport of Tiglylglycine, Extracellular","Transport, extracellular",NA,NA,NA
EX_tiggly[e],-1,0,NA,57.749169724227116,Exchange of Tiglylglycine,Exchange/demand reaction,NA,NA,NA
3HADICOAx,-0.4494607652201647,0,0.19219716852329466,0.5060170780967695,Formation of 3-Hydroxy-Adipoyl Coa,Fatty acid oxidation,(51.1 and 1891.1) or (51.1 and 1962.1) or (51.2 and 1891.1) or (51.2 and 1962.1),NA,"PMID: 2739576, Chalmers, R. A. and A. M. Lawson (1982). Organic Acids in Man: Analytical Chemistry, Biochemistry and Diagnosis of the Organic Acidurias. London, Chapman and Hall Ltd"
3HADPACx,-0.4494607652201647,0,0.19219716852329466,0.5060170780967695,Formation of 3-Hydroxy-Adipate,Fatty acid oxidation,NA,NA,"PMID: 2739576, Chalmers, R. A. and A. M. Lawson (1982). Organic Acids in Man: Analytical Chemistry, Biochemistry and Diagnosis of the Organic Acidurias. London, Chapman and Hall Ltd"
3HADPACtxc,-0.4494607652201647,0,0.19219716852329466,0.5060170780967695,"Transport of 3-Hydroxy-Adipate, Peroxisomal","Transport, peroxisomal",NA,NA,"PMID: 2739576, Chalmers, R. A. and A. M. Lawson (1982). Organic Acids in Man: Analytical Chemistry, Biochemistry and Diagnosis of the Organic Acidurias. London, Chapman and Hall Ltd"
3HADPACte,-0.4494607652201647,0,0.19219716852329466,0.5060170780967695,"Transport of 3-Hydroxy-Adipate, Extracellular","Transport, extracellular",NA,NA,"PMID: 2739576, Chalmers, R. A. and A. M. Lawson (1982). Organic Acids in Man: Analytical Chemistry, Biochemistry and Diagnosis of the Organic Acidurias. London, Chapman and Hall Ltd"
EX_3hadpac[e],-0.4494607652201647,0,0.19219716852329466,0.5060170780967695,Exchange of 3-Hydroxy-Adipate,Exchange/demand reaction,NA,NA,NA
3OHSEBCOAx,-0.36880694000945563,0,0.24941348444590986,0.5408787423084407,Formation of 3-Hydroxy-Sebacoyl Coa,Fatty acid oxidation,(51.1 and 1891.1) or (51.1 and 1962.1) or (51.2 and 1891.1) or (51.2 and 1962.1),NA,"PMID: 8295400, PMID: 14708889, PMID: 1444166."
3OHSEBACx,-0.36880694000945563,0,0.24941348444590986,0.5408787423084407,Formation of 3-Hydroxy-Sebacic Acid,Fatty acid oxidation,NA,NA,"PMID: 8295400, PMID: 14708889, PMID: 1444166."
3OHSEBACtxc,-0.36880694000945563,0,0.24941348444590986,0.5408787423084407,"Transportof 3-Hydroxy-Sebacic Acid, Peroxisomal","Transport, peroxisomal",NA,NA,"PMID: 8295400, PMID: 14708889, PMID: 1444166."
3OHSEBACte,-0.36880694000945563,0,0.24941348444590986,0.5408787423084407,"Transport of 3-Hydroxy-Sebacic Acid, Extracellular","Transport, extracellular",NA,NA,"PMID: 8295400, PMID: 14708889, PMID: 1444166."
EX_3ohsebac[e],-0.36880694000945563,0,0.24941348444590986,0.5408787423084407,Exchange of 3-Hydroxy-Sebacic Acid,Exchange/demand reaction,NA,NA,NA
3OHSUBCOAx,-0.8257800391654063,0,0.1391844064547622,1.4586165089857535,Formation of 3-Hydoxy-Suberyl Coa,Fatty acid oxidation,(51.1 and 1891.1) or (51.1 and 1962.1) or (51.2 and 1891.1) or (51.2 and 1962.1),NA,NA
3OHSUBACx,-0.8257800391654063,0,0.1391844064547622,1.4586165089857535,Formation of 3-Hydoxy-Suberic Acid,Fatty acid oxidation,NA,NA,NA
3OHSUBACtxc,-0.8257800391654063,0,0.1391844064547622,1.4586165089857535,"Transport of 3-Hydoxy-Suberic Acid, Peroxisomal","Transport, peroxisomal",NA,NA,"PMID: 2001377, Chalmers, R. A. and A. M. Lawson (1982). Organic Acids in Man: Analytical Chemistry, Biochemistry and Diagnosis of the Organic Acidurias. London, Chapman and Hall Ltd"
3OHSUBACte,-0.8257800391654063,0,0.1391844064547622,1.4586165089857535,"Transport of 3-Hydoxy-Suberic Acid, Extracellular","Transport, extracellular",NA,NA,"PMID: 2001377, Chalmers, R. A. and A. M. Lawson (1982). Organic Acids in Man: Analytical Chemistry, Biochemistry and Diagnosis of the Organic Acidurias. London, Chapman and Hall Ltd"
EX_3ohsubac[e],-0.8257800391654063,0,0.1391844064547622,1.4586165089857535,Exchange of 3-Hydoxy-Suberic Acid,Exchange/demand reaction,NA,NA,NA
5OHHEXAc,-1,0,NA,37.19648359113708,Formation of 5-Hydroxy-Hexanoate,Fatty acid oxidation,NA,NA,"Chalmers, R. A. and A. M. Lawson (1982). Organic Acids in Man: Analytical Chemistry, Biochemistry and Diagnosis of the Organic Acidurias. London, Chapman and Hall Ltd., PMID: 8371066."
5OHHEXAte,-1,0,NA,37.19648359113708,"Transport of 5-Hydroxy-Hexanoate, Extracellular","Transport, extracellular",NA,NA,"Chalmers, R. A. and A. M. Lawson (1982). Organic Acids in Man: Analytical Chemistry, Biochemistry and Diagnosis of the Organic Acidurias. London, Chapman and Hall Ltd., PMID: 8371066."
EX_5ohhexa[e],-1,0,NA,37.19648359113708,Exchange of 5-Hydroxy-Hexanoate,Exchange/demand reaction,NA,NA,NA
CE2510ABCt,0.3990411781007062,0,0.398904705217473,0.17134971110930491,"Transport of 11-Cis-Eicosenoate, Active","Transport, extracellular",376497.1 or 11001.1 or 11000.1 or 10999.1 or 10998.1 or 28965.1,NA,"PMID: 16868315, PMID: 17901542, journal of lipid research (2006) vol 47 page 665-672, 16357361, PMID: 17495600"
PAILPALM_HSSECt,-0.9938328613784314,0,0.9613190143803411,310.7939611469269,Transport of 1-Palmitoylglycerophosphoinositol,"Transport, extracellular",NA,NA,PMID: 8145081
PAILR_HSSECt,-0.9151653566051219,0,2.6847971390954575,60.61003222910464,Transport of 1-Arachidonoylglycerophosphoinositol,"Transport, extracellular",NA,NA,PMID: 8145081
PCHOLDOC_HSABCt,-0.33627261851465207,6.890399942735952e-6,0.3896138545087968,0.7844038683607476,Transport of 1-Docosahexaenoylglycerophosphocholine,"Transport, extracellular",5244.1 or 19.1 or 5205.1 or 57198.1 or 57194.1,NA,"PMID: 9070263, OMIM:171060, PMID: 11355874, PMID: 25947375"
PE12_HSABCt,-0.4465971960367348,0,0.464723658781407,1.2147895473434225,Transport of 1-Didecanoylglycerophosphoethanolamine (C12:0 Pe),"Transport, extracellular",23250.1 or 286410.1,NA,PMID: 25947375
Pe13_HSABCt,0.4666867745347916,0,0.9905186920050036,0.36017009745269024,Transport of 1-Tridecanoylglycerophosphoethanolamine (C13:0 Pe),"Transport, extracellular",23250.1 or 286410.1,NA,PMID: 25947375
APRGSTRNt1e,1.449857603839752,0,1.2946608394376935,-7.0505303785413505,"Hydroxyprogesterone Transport, Antiport","Transport, extracellular",6573.1,NA,PMID: 17687501
DIGALSGALSIDEATPte,1,0,0.216784837781317,NA,"Extracellular Transport of Digalactosylceramidesulfate, Active Transport","Transport, extracellular",5243.1 or 4363.1,NA,NA
SPHMYLN_HsATPte,1,0,0.4558487088559981,NA,"Extracellular Transport of Sphingomyeline, Active Transport","Transport, extracellular",5243.1 or 4363.1,NA,NA
SPHMYLN180241_hs_ATPt,1,0,0.4623097536537356,NA,"Transport of Sphingomyelin (D18:0/24:1), Active Transport","Transport, extracellular",5243.1 or 4363.1,NA,NA
SPHMYLN18114_hs_ATPt,1,0,0.68177479285175,NA,"Transport of Sphingomyelin (D18:1/14:0), Active Transport","Transport, extracellular",5243.1 or 4363.1,NA,NA
SPHMYLN18115_hs_ATPt,1,0,0.42899380160747314,NA,"Transport of Sphingomyelin (D18:1/15:0), Active Transport","Transport, extracellular",5243.1 or 4363.1,NA,NA
SPHMYLN18116_hs_ATPt,1,0,0.45947425285820825,NA,"Transport of Sphingomyelin (D18:1/16:0), Active Transport","Transport, extracellular",5243.1 or 4363.1,NA,NA
SPHMYLN181161_hs_ATPt,1,0,0.5069757969638725,NA,"Transport of Sphingomyelin (D18:1/16:1), Active Transport","Transport, extracellular",5243.1 or 4363.1,NA,NA
SPHMYLN18117_hs_ATPt,1,0,0.9127821118879814,NA,"Transport of Sphingomyelin (D18:1/17:0), Active","Transport, extracellular",5243.1 or 4363.1,NA,NA
SPHMYLN18118_hs_ATPt,1,0,0.5584147302461897,NA,"Transport of Sphingomyelin (D18:1/18:0), Active","Transport, extracellular",5243.1 or 4363.1,NA,NA
SPHMYLN181181_hs_ATPt,1,0,0.4807478641514448,NA,"Transport of Sphingomyelin (D18:1/18:1), Active","Transport, extracellular",5243.1 or 4363.1,NA,NA
SPHMYLN18120_hs_ATPt,1,0,0.4517891659346773,NA,"Transport of Sphingomyelin (D18:1/20:0), Active","Transport, extracellular",5243.1 or 4363.1,NA,NA
SPHMYLN181201_hs_ATPt,1,0,0.4076630767946253,NA,"Transport of Sphingomyelin (D18:1/20:1), Active","Transport, extracellular",5243.1 or 4363.1,NA,NA
SPHMYLN18121_hs_ATPt,1,0,0.5117230035667104,NA,"Transport of Sphingomyelin (D18:1/21:0), Active","Transport, extracellular",5243.1 or 4363.1,NA,NA
SPHMYLN18122_hs_ATPt,1,0,0.47987832599841057,NA,"Transport of Sphingomyelin (D18:1/22:0), Active Transport","Transport, extracellular",5243.1 or 4363.1,NA,NA
SPHMYLN181221_hs_ATPt,1,0,0.4626208577133017,NA,"Transport of Sphingomyelin (D18:1/22:1), Active","Transport, extracellular",5243.1 or 4363.1,NA,NA
SPHMYLN18123_hs_ATPt,1,0,0.47448577646612683,NA,"Transport of Sphingomyelin (D18:1/23:0), Active","Transport, extracellular",5243.1 or 4363.1,NA,NA
SPHMYLN1824_hs_ATPt,1,0,0.42245532087391546,NA,"Transport of Sphingomyelin (D18:0/24:0), Active Transport","Transport, extracellular",5243.1 or 4363.1,NA,NA
SPHMYLN1825_hs_ATPt,1,0,2.2765924605852437,NA,"Transport of Sphingomyelin (D18:0/25:0), Active Transport","Transport, extracellular",5243.1 or 4363.1,NA,NA
ANDRSTANDRte,0.6972020681018247,9.72507685508415e-14,2.5266844568611533,0.45078593909120795,"Transport of 5Alpha-Androstane-3, 17-Dione, Extracellular","Transport, extracellular",5243.1,NA,PMID: 15290871
17AHPRGNLONEte,0.3707608341684999,0,1.008691866481426,0.46303367649893773,"Transport of 17Alpha-Hydroxypregnenolone, Extracellular","Transport, extracellular",5243.1,NA,PMID: 15290871
C05769te,-0.4704494453882612,0,0.626307862519933,1.739123944001866,Transport by Atb Binding Cassette Transporter ABCc2 into Extracellular Space,"Transport, extracellular",1244.1,NA,PMID:19656454
CE2006te,1,0,0.7368815870280603,NA,Transport (ATP-Dependent) into Extracellular Space,"Transport, extracellular",4363.1,NA,PMID:17121932
GLCRt1,-0.8627249634021859,0,-144.55272238492967,-10.652930865038511,Transport by Glut-5 Transporter into Extracellular Space,"Transport, extracellular",6518.1,NA,PMID:23084044
MHISTAte,0.41434551593147784,0,-2.872853177045373,-6.937891059343831,Facilitated Diffusion Through Uniport Oct1 into Extracellular Space,"Transport, extracellular",6581.1,NA,"PMID:12883891, PMID:16648665"
MLTHFte,-0.9725817625066117,0,2.1004607602707837,151.11586182627678,Transport by Pcet into Extracellular Space,"Transport, extracellular",113235.1,NA,"PMID:24653705, PMID: 23609145"
CE7090te,1,0,0.5507048850145382,NA,Transport (ATP-Dependent) into Extracellular Space,"Transport, extracellular",10257.1 or 4363.1,NA,"PMID: 18353444,PMID: 23945567"
CE7085te,1,0,0.7581661136323397,NA,Transport (ATP-Dependent) into Extracellular Space,"Transport, extracellular",10257.1 or 4363.1,NA,"PMID: 18353444, PMID: 23945567"
CE7096te,1,0,0.5676625405840816,NA,Transport (ATP-Dependent) into Extracellular Space,"Transport, extracellular",10257.1 or 4363.1,NA,"PMID: 18353444, PMID: 23945567"
CE4877te,1,0,0.8153646372497418,NA,Transport (ATP-Dependent) into Extracellular Space,"Transport, extracellular",10257.1 or 4363.1,NA,"PMID:12835412, PMID: 18353444"
CE1447te,1,0,0.5762979425257072,NA,Transport (ATP-Dependent) into Extracellular Space,"Transport, extracellular",10257.1 or 4363.1,NA,"PMID:12835412, PMID: 18353444"
CE2705t,-1,0,NA,451.44353503217695,Transport by Ent1/Ent2 into Extracellular Space,"Transport, extracellular",3177.1 or 2030.1,NA,PMID: 20956085
SPHS1Pt2e,1,0,0.4851510347261392,NA,Export Mediated by ATP Binding Cassette (ABC) Transporters,"Transport, extracellular",4363.1 or 19.1,NA,NA
TYMte,0.6600012904241733,0,-2.906380763039843,-14.190041553772867,"Tyraminium Transport, Cytosol","Transport, extracellular",6580.1 or 6582.1 or 6581.1,NA,PMID: 16722235
HDD2CRNte2,0.9995747067493546,0,130.31276115112306,0.027716462707519533,Uptake via Octn2 Transporter into Extracellular Space,"Transport, extracellular",6584.1 or 6510.1,NA,"PMID:9685390, PMID:11306651"
MLTHFte1,1,0,1.2734320422916265,NA,Transport by ABCa11 into Extracellular Space,"Transport, extracellular",85320.1 or 4363.1 or 1244.1 or 5244.1 or 10257.1 or 10057.1 or 9429.1,NA,PMID:21568705
