Reaction,fc,pval,MCF10A_KO,MCF10A_P,rxnNames,subSystem,geneRules,kegg,source
AHEXASEly,-1,0,NA,0.7580147451895698,"Beta-N-Acetylhexosaminidase, Lysosomal",N-glycan degradation,3073.1 or 3074.1 or (3073.1 and 3074.1),NA,"PMID:10336991,PMID:11707436,PMID:12706724"
AIRCr,-0.4842388763477751,2.383129596984608e-5,0.6855091930608644,1.9727337865829435,Phosphoribosylaminoimidazole Carboxylase,Purine synthesis,10606.1,NA,NA
AKGMALtm,-8.159940978079813,0,-219.4220654598713,280.7136504412651,Alpha-Ketoglutarate/Malate Transporter,"Transport, mitochondrial",8402.1 or 1468.1,NA,PMID:14598172
ALAASNNaEx,0.8644826938263621,0,27.84891904498488,2.024159570544958,L-Alanine/L-Asparagine Na-Dependent Exchange (Ala-L In),"Transport, extracellular",6510.1,NA,PMID:14530974
ALACYSNaEx,-0.6469528205205461,0,2.2161510781319462,10.33826774713397,L-Alanine/L-Cysteine Na-Dependent Exchange (Ala-L In),"Transport, extracellular",6509.1 or 6510.1,NA,PMID:14530974
ALAGLNNaEx,0.9781607294542081,0,7.097175363144791,0.07835416534096003,L-Alanine/L-Glutamine Na-Dependent Exchange (Ala-L In),"Transport, extracellular",6510.1,NA,PMID:14530974
ALAt4,-0.9394167181470409,0,4.504509955946728,144.20020917364954,Alanine-Sodium Symporter,"Transport, extracellular",54407.1 or 6542.1 or 11254.1 or 6541.1 or 81539.1 or 55089.1 or 84889.1 or (340024.1 and 57393.1) or (340024.1 and 59272.1),NA,"PMID:10747860,PMID:10891391,PMID:10930503,PMID:11325958,PMID:11342143,PMID:11414754,PMID:11591158,PMID:11891586,PMID:12049641,PMID:1348489,PMID:14770310,PMID:7534987,PMID:8954799"
ALATHRNaEx,0.9876868591770563,0,29.07937383997962,0.18013824636489154,L-Alanine/L-Threonine Na-Dependent Exchange (Ala-L In),"Transport, extracellular",6509.1 or 6510.1,NA,PMID:14530974
ALCD22_D,0.5284299551096859,0,203.75943817768098,62.86637283380031,Alcohol Dehydrogenase (D-Lactaldehyde),Pyruvate metabolism,126.1 or 137872.1 or (126.1 and 124.1) or 127.1 or 130.1 or 284273.1 or (125.1 and 124.1) or 128.1 or 124.1 or 125.1 or 284273.2 or 131.1 or (125.1 and 126.1),NA,"PMID:15987839,PMID:2296157"
ALCD2yf,1,0,381.98910806274415,NA,"Alcohol Dehydrogenase (Ethanol, NADP), Forward Reaction",Glycolysis/gluconeogenesis,10327.1 or 10327.2,NA,"PMID:11003211,PMID:14576493,PMID:19382904,PMID:19382905"
ALDD21,-0.435569277036673,0,0.3580303544520066,0.9106119780287824,"Aldehyde Dehydrogenase (Pristanal, NAD)",Fatty acid oxidation,224.1,NA,"PMID:11591435,PMID:8528251"
ALDD2y,-0.5461168638935305,0,117.88532506206036,401.56699948699475,"Aldehyde Dehydrogenase (Acetaldehyde, NADP)",Glycolysis/gluconeogenesis,223.1 or 221.1 or 218.1 or 8854.1 or 8854.3 or 222.1 or 8854.2 or 224.1 or 219.1,NA,PMID:12616643
ALOX52,1,0,598.5464858636856,NA,Arachidonate 5-Lipoxygenase,Eicosanoid metabolism,240.1,NA,PMID:11160764
AMACR2p,0.9196411127502055,0,244.02489111609458,10.215226471810473,Alpha-Methylacyl Coenzyme A Racemase (Reductase),Bile acid synthesis,23600.1 or 23600.2,NA,NA
AMETr,-1,0,-16.742197618630733,NA,S-Adenosyl-L-Methionine Intracellular Diffusion,"Transport, endoplasmic reticular",NA,NA,NA
AMETt2m,-0.4878505056951642,0,0.13025490847937762,0.3784048087626696,"S-Adenosyl-L-Methionine Reversible Transport, Mitochondrial","Transport, mitochondrial",115286.3 or 115286.2 or 115286.1,NA,PMID:14674884
AMPDA,-0.5778379534922005,0,236.18667649879455,882.7517901519775,Adenosine Monophosphate Deaminase,Nucleotide interconversion,271.2 or 270.1 or 271.1 or 272.1 or 271.3,NA,"PMID:1400401,PMID:2345176"
AMY1e,-0.5216809360090839,0,26.003539974051716,82.72530623620749,"Alpha-Amylase, Extracellular (Strch1 -> Strch2)",Starch and sucrose metabolism,6520.1 or 280.1 or 278.1 or 276.1 or 277.1 or (6519.1 and 11136.1) or 276.2 or 279.1,NA,NA
ANDRSTRNGLCte,1,0,2.0496248673258406,NA,Glucuronidated Compound Transport,"Transport, extracellular",4363.1,NA,NA
ANDRSTRNGLCtr,-1,0,-2.0496248673258406,NA,"Glucuronidated Compound Transport, Endoplasmatic Reticulum","Transport, endoplasmic reticular",NA,NA,NA
ANDRSTRNtr,1.0069633530823228,0,111.32477561807633,-0.3862520550006416,Androsterone Intracellular Transport,"Transport, endoplasmic reticular",NA,NA,NA
APOCF,-1,0,NA,1.4062253291605973,Apocarboxylase Formation,Biotin metabolism,NA,NA,PMID:10191093
APOCFm,-1,0,NA,0.8641942233147114,"Apocarboxylase Formation, Mitochondrial",Biotin metabolism,NA,NA,NA
APOC_LYS_BTNP,-1,0,NA,1.4062253291605973,Proteolysis of ApoC-Lys-Biotin,Biotin metabolism,NA,NA,NA
APOC_LYS_BTNPm,-1,0,NA,0.8641942233147114,"Proteolysis of ApoC-Lys-Biotin, Mitochondrial",Biotin metabolism,NA,NA,NA
ARACHCPT1,-0.35627559228551936,0,7.645009325073008,16.107420234701888,Carnitine Transferase,Fatty acid oxidation,1375.3 or 1374.1 or 1375.2 or 1375.4 or 1375.1 or 126129.1,NA,NA
ARACHCPT2,-0.35627559228551936,0,7.645009325073008,16.107420234701888,Carnitine Transferase,Fatty acid oxidation,1376.1,NA,NA
ARACHDCOAtx,1,0,NA,-3.1476548121913512,Fatty Acid Intracellular Transport,"Transport, peroxisomal",NA,NA,NA
ARGNm,-1,0,NA,213.23943494005204,"Arginase, Mitochondrial",Urea cycle,384.1,NA,PMID:9144563
ARGtm,-1,0,NA,220.91539396998883,Arginine Mitochondrial Transport via Ornithine Carrier,"Transport, mitochondrial",83884.1 or 10166.1,NA,PMID:14598172
R_group_phosphotase_1,1,0,1.452427158156468,NA,R Group Phosphotase 1,Miscellaneous,NA,NA,NA
R_group_phosphotase_2,1,0,1.452427158156468,NA,R Group Phosphotase 2,Miscellaneous,NA,NA,NA
ARTPLM3m,0.4409368896519622,0,1.3795285946810347,0.5352375614054268,R Group to Palmitate Conversion,R group synthesis,NA,NA,NA
ASAH1,0.3823878761257998,0,3.941555469644643,1.76097641408544,N-Acylsphingosine Amidohydrolase,Sphingolipid metabolism,427.1 or 427.2,NA,PMID:8955159
ASCBt4,1,0,NA,-0.10054781866073609,L-Ascorbate Transport via Proton Symport,"Transport, extracellular",9962.2 or 9963.1 or 9962.1 or 9963.2,NA,"PMID:10471399,PMID:10556483,PMID:10556521,PMID:10631088,PMID:15705056"
ASNALANaEx,-0.9842857988273119,0,1.241112444173615,156.7195029933721,L-Alanine/L-Asparagine Na-Dependent Exchange (Asn-L In),"Transport, extracellular",6510.1,NA,PMID:14530974
ASNCYSNaEx,-0.7014729866093017,0,17.496932659139823,99.72483873372674,L-Cysteine/L-Asparagine Na-Dependent Exchange (Asn-L In),"Transport, extracellular",6510.1,NA,PMID:14530974
ASNGLNNaEx,-0.704343960986543,0,0.7937880513407591,4.5758844504587355,L-Glutamine/L-Asparagine Na-Dependent Exchange (Asn-L In),"Transport, extracellular",6510.1,NA,PMID:14530974
ASNSERNaEx,-0.8966798815629752,0,0.8841672300748888,16.23093568405509,L-Serine/L-Asparagine Na-Dependent Exchange (Asn-L In),"Transport, extracellular",6510.1,NA,PMID:14530974
ASNt4,-0.9091622724146549,0,13.823298052044958,290.52817395186423,L-Asparagine Transport in via Sodium Symport,"Transport, extracellular",81539.1 or 11254.1 or 54407.1 or 55089.1 or (340024.1 and 57393.1) or (340024.1 and 59272.1),NA,"PMID:10747860,PMID:10891391,PMID:10930503,PMID:11325958,PMID:11342143,PMID:11414754"
ASNTHRNaEx,0.550178321008055,0,5.816415414800064,1.6877734078351874,L-Threonine/L-Asparagine Na-Dependent Exchange (Asn-L In),"Transport, extracellular",6510.1,NA,PMID:14530974
ASPCTr,-1,0,-466.08469713287354,NA,Aspartate Carbamoyltransferase (Reversible),Pyrimidine synthesis,790.1,NA,"PMID:2565865,PMID:8619816"
ASPGLUm,1,0,47.262785429145396,NA,Aspartate-Glutamate Mitochondrial Shuttle,"Transport, mitochondrial",8604.1 or 10165.1,NA,PMID:14598172
ASPTAm,-1.8602500731511902,0,-141.48361848213366,470.41964045505523,Aspartate Transaminase,Alanine and aspartate metabolism,2806.1,NA,PMID:6930651
ATPH1e,-0.9363354760524192,0,0.544489439603033,16.56046653403616,ATP Diphosphohydrolase,Nucleotide interconversion,954.1 or 954.2 or 953.1 or 956.1 or 955.1 or 957.1,NA,"PMID:8955160,PMID:9676430"
ATPH2e,0.9807172479944485,0,191.43472279191016,1.8636624124849601,ATP Diphosphohydrolase,Nucleotide interconversion,954.2 or 954.1 or 953.1 or 956.1 or 955.1 or 957.1 or 377841.1,NA,"PMID:8955160,PMID:9676430"
ATPtn,0.9722440164543994,0,195.6138116150856,2.752932036392391,ATP Diffusion in Nucleus,"Transport, nuclear",NA,NA,NA
B_MANNASEly,-0.9953067574484287,0,0.11638045567559312,49.47852302385271,"Beta-Mannosidase, Lysosomal",N-glycan degradation,4126.1,NA,PMID:9384606
B3GALT41g,-0.47036549480779133,0,0.09836259854996042,0.2730731654936373,"Beta-1, 3-Galactosyltransferase 4",Sphingolipid metabolism,8705.1,NA,NA
B3GALT42g,0.360226130659626,0,0.8246500907500071,0.3878690223037945,"Beta-1, 3-Galactosyltransferase 4",Sphingolipid metabolism,8705.1,NA,NA
B3GALT43g,0.5775612575483042,0,0.3965870849596158,0.106197935985883,"Beta-1, 3-Galactosyltransferase 4",Sphingolipid metabolism,8705.1,NA,NA
B3GNT310g,-0.41887523454907016,1.1773553242191392e-12,0.47422868224056436,1.1578775725069224,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 3, Golgi Apparatus",Blood group synthesis,10331.1,NA,PMID:10072769
B3GNT51g,-0.5149346258460196,0,0.6968902328285389,2.176496613404341,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 5",Blood group synthesis,84002.1,NA,NA
BAAT3x,0.9160793183717946,0,245.04165743699073,10.732365159544628,Bile Acid Coenzyme A: Amino Acid N-Acyltransferase,Bile acid synthesis,570.1,NA,NA
BACCL,-1,0,NA,1.4062253291605973,Biotin-[Acetyl Coenzyme A-Carboxylase] Ligase,Biotin metabolism,3141.1,NA,"PMID:12459313,PMID:7842009"
BACCLm,-1,0,NA,0.8641942233147114,"Biotin-[Acetyl Coenzyme A-Carboxylase] Ligase, Mitochondrial",Biotin metabolism,3141.1,NA,"PMID:12459313,PMID:7842009"
BDHm,1,0,NA,-407.49460336437227,(R)-3-Hydroxybutanoate:NAD+ Oxidoreductase,Butanoate metabolism,622.2 or 622.3 or 622.1,NA,"PMID:1639787,PMID:8679568"
BHBtm,1,0,NA,-407.49460336437227,(R)-3-Hydroxybutanoate Mitochondrial Transport via H+ Symport,"Transport, mitochondrial",NA,NA,PMID:3427918
BILDGLCURt,1,0,0.8471907005130314,NA,Bilirubin Beta-Diglucuronide Transport via Bicarbonate Antiport,"Transport, extracellular",10599.1,NA,"PMID:10358072,PMID:12507753,PMID:9334206"
BILDGLCURte,1,0,0.31806027273595067,NA,Bilirubin Beta-Diglucuronide Transport Mdr,"Transport, extracellular",4363.1 or 1244.1 or 8714.1,NA,NA
BILDGLCURtr,1,0,0.5291304282717072,NA,Glucuronidated Compound Transport,"Transport, endoplasmic reticular",NA,NA,NA
BILGLCURt,1,0,0.431831076077139,NA,Bilirubin Monoglucuronide Transport via Bicarbonate Antiport,"Transport, extracellular",10599.1 or 28234.1,NA,"PMID:10358072,PMID:12507753,PMID:9334206"
BILGLCURte,1,0,0.22734921468860703,NA,Bilirubin Monoglucuronide Transport Mdr,"Transport, extracellular",4363.1,NA,NA
BILGLCURtr,0.7290319480247169,0,987.0727236633301,154.690706203866,Glucuronidated Compound Transport,"Transport, endoplasmic reticular",NA,NA,NA
BILIRED,0.772157517019957,0,178.66951295900344,22.971155258178914,NAD (P)H Biliverdin Reductase,Heme degradation,645.1 or 644.1,NA,"PMID:12456881,PMID:7656592,PMID:8117274"
BILIRUBtr,-0.730356075472045,0,-986.8682415893554,-153.78512516943215,"Lipid, Flip-Flop Intracellular Transport","Transport, endoplasmic reticular",NA,NA,NA
BMTer_U,-0.9367626649309485,0,3.3775887342202147,103.44502580296994,"B Mannosyltransferase, Endoplasmic Reticulum",Phosphatidylinositol phosphate metabolism,9488.1,NA,PMID:8861954
BTND1,-1,0,NA,0.7256160114971284,Biotinidase (Biotin),Biotin metabolism,686.1,NA,"PMID:12459313,PMID:15059618"
BTNDm,-1,0,NA,0.8641942233147114,"Biotinidase (Biotin), Mitochondrial",Biotin metabolism,686.1,NA,"PMID:12459313,PMID:15059618"
BTNPL,-1,0,NA,1.4062253291605973,Holocarboxylase Synthestase (Biotin Protein Ligase),Biotin metabolism,3141.1,NA,NA
BTNPLm,-1,0,NA,0.8641942233147114,"Holocarboxylase Synthestase (Biotin Protein Ligase), Mitochondrial",Biotin metabolism,3141.1,NA,NA
BTNt2,7.9295776726206295,0,85.12020990598202,-109.68742422332764,Biotin Reversible Transport via Proton Symport,"Transport, extracellular",6566.1,NA,"PMID:10510291,PMID:12739169,PMID:7835905,PMID:8476015,PMID:9508842,PMID:9649795,PMID:9824713"
BTNt3i,1,0,0.30035943391145337,NA,Biotin Transport via Sodium Symport,"Transport, extracellular",8884.1,NA,"PMID:10329687,PMID:10334869,PMID:12646417,PMID:15561972,PMID:9516450"
BUTt2m,0.7239551164875704,4.032974418430006e-13,4.651953157699985,0.7448847451080554,"Butyrate Mitochondrial Transport via Proton Symport, Reversible","Transport, mitochondrial",6566.1,NA,NA
C160CPT1,1.2247714187949643,0,31.317493058997393,-309.97830524673464,Production of Palmitoylcarnitine,Fatty acid oxidation,126129.1 or 1375.3 or 1374.1 or 1375.2 or 1375.1,NA,PMID:1988962
C160CPT2,1,0,NA,-120.51663498077467,C160 Transport into the Mitochondria,Fatty acid oxidation,1376.1 or 1374.1,NA,"PMID:1528846,PMID:1988962"
C160CRNt,1,0,NA,-120.51663498077467,C160 Transport into the Mitochondria,Fatty acid oxidation,788.1,NA,PMID:14598172
C161CPT1,-1.1092702954271374,0,-0.8761994544009504,16.913484811338783,Production of Palmitoleoylcarnitine,Fatty acid oxidation,1375.1 or 1375.3 or 1375.4 or 126129.1 or 1374.1 or 1375.2,NA,NA
C161CPT22,0.4819846324551455,0,127.54539287014008,44.58242826500982,C161 Transport into the Mitochondria,Fatty acid oxidation,1376.1,NA,NA
C180CPT1,0.8055285458093531,0,299.40932557959405,32.24904257473462,Production of Stearoylcarnitine,Fatty acid oxidation,1375.4 or 1375.2 or 126129.1 or 1375.1 or 1374.1 or 1375.3,NA,PMID:1988962
C180CPT2,-0.6088830495608911,0,8.662107081498945,35.63209735926464,Carnitine O-Stearoyl Transferase,Fatty acid oxidation,1376.1,NA,"PMID:1528846,PMID:1988962"
C181CPT1,0.3700185671033398,0,184.56641334033012,84.86995456315447,Transport of Octadecenoyl Coenzyme A into Mitochondrial Matrix,Fatty acid oxidation,126129.1 or 1375.3 or 1374.1 or 1375.2 or 1375.1 or 1375.4,NA,PMID:1988962
C204CPT1,-1.6503949132862248,0,-2.7667460241711335,0.6789469491716684,Carnitine C20:4 Transferase,Fatty acid oxidation,1374.1 or 1375.4 or 1375.1 or 1375.3 or 1375.2 or 126129.1,NA,PMID:1988962
C204CPT2,-0.5945788928050265,0,0.17262201644699926,0.6789469491716684,Arachidonic Acid Transport into the Mitochondria,Fatty acid oxidation,1376.1,NA,"PMID:1528846,PMID:1988962"
C3STDH1Pr,0.6393495876404267,0,0.43454159914171325,0.09559742967539732,C-3 Sterol Dehydrogenase (4-Methylzymosterol),Cholesterol metabolism,50814.1,NA,"PMID:10710235,PMID:14506130"
C3STDH1r,-1,0,NA,0.2573092489399289,C-3 Sterol Dehydrogenase (4-Methylzymosterol),Cholesterol metabolism,50814.1,NA,PMID:12829805
C4STMO2Pr,-1,0,NA,0.0879511934893746,C-4 Methyl Sterol Oxidase,Cholesterol metabolism,50814.1,NA,NA
C4STMO2r,0.4957499378734097,0,0.2808300271226715,0.09467395253577739,C-4 Methyl Sterol Oxidase,Cholesterol metabolism,6307.1 or 50814.1,NA,NA
CAATPS,0.8517294737186861,0,29.017222579365967,2.32344892929983,Ca ATPase,"Transport, extracellular",492.1 or 491.1 or 490.1 or 493.1,NA,"PMID:7876199,PMID:8396145"
CAT2p,1,0,139.29595728299617,NA,"Catalase A, Peroxisomal (Ethanol)",Glycolysis/gluconeogenesis,847.1,NA,"PMID:19382904,PMID:19382905,PMID:8769411"
CBPPer,1,0,466.08469713287354,NA,"Carbamoyl Phosphate Phosphotransferase, Endoplasmic Reticulum",Glycolysis/gluconeogenesis,2538.1 or 57818.1 or 92579.1,NA,"PMID:11946414,PMID:8384451"
CBPter,1,0,466.08469713287354,NA,"Carbamoyl Phosphate Transport, Endoplasmic Reticulum","Transport, endoplasmic reticular",NA,NA,"PMID:12192101,PMID:8384451"
CBR2,1,0,33.43928939208984,NA,Carbonyl Reductase [NADPH] 1,Eicosanoid metabolism,873.1,NA,"PMID:8740524,PMID:9740676"
CDPDAGtm,1,0,NA,-1.3821399699368988,Intracellular Transport,"Transport, mitochondrial",NA,NA,NA
CDSm,-0.9767175483964295,0,0.01699881426626888,1.4432266427180032,Phosphatidate Cytidylyltransferase,Glycerophospholipid metabolism,1040.1 or 8760.1,NA,NA
CEPTC,-0.5112472929128331,0,1.0420672577595236,3.222122966249509,Choline Phosphotransferase,Glycerophospholipid metabolism,10390.1 or 56994.1,NA,NA
CERK,-1,0,NA,0.4955760220035927,Ceramide Kinase,Sphingolipid metabolism,64781.1 or 64781.2,NA,PMID:11956206
CERT1gt,-0.8842923420385881,0,1.8431937780281704,30.01630127186502,Ceramide Transport Protein,"Transport, golgi apparatus",10087.1,NA,"PMID:12803919,PMID:14685229,PMID:15596449,PMID:15907394"
CHAT,-0.897752854539801,0,15.938215244592866,295.8204196367502,Choline O-Acetyltransferase,Glycerophospholipid metabolism,1103.4 or 1103.2 or 1103.3 or 1103.1,NA,PMID:10861222
CHLtm,0.9579352282668031,0,-0.01699881426626888,-0.791222106274408,Choline Transport via Diffusion (Cytosol to Mitochondria),"Transport, mitochondrial",NA,NA,PMID:10984
CHOLK,-0.6165290701519894,0,3.406479772167458,14.36008090828685,Choline Kinase,Glycerophospholipid metabolism,1120.2 or 1119.1 or 1120.1 or 1119.2,NA,NA
CHOLPtg,-0.9622752109747582,0,-75.75251594461724,-1.4563439756864467,Choline Phosphate Intracellular Transport,"Transport, golgi apparatus",NA,NA,NA
CHOLPtl,-0.3823878761257998,0,-3.941555469644643,-1.76097641408544,Choline Phosphate Intracellular Transport,"Transport, lysosomal",NA,NA,NA
CHOLtr,0.8858061291097482,0,255.16020646657944,15.451074860664457,Choline Intracellular Transport,"Transport, endoplasmic reticular",NA,NA,NA
CHSTEROLSULT,-0.6067824107275918,1.8110956707308837e-14,0.3459363563443476,1.4135798290045953,Steroid Sulfotransferase,Steroid metabolism,6820.1 or 6818.1,NA,"PMID:12145317,PMID:9799594"
CITRtm,1,0,2.39213943738807,NA,Citrulline Mitochondrial Transport via Proton Antiport,"Transport, mitochondrial",83884.1 or 10166.1,NA,PMID:14598172
CITtam,1.1392775317913155,0,8.849868626451492,-135.93237091708033,"Citrate Transport, Mitochondrial","Transport, mitochondrial",6576.1,NA,PMID:14598172
CLI2tex,1,0,0.6928353793144226,0,Chloride Transport via Iodide Antiport,"Transport, extracellular",5172.1,NA,PMID:12759755
CLOXAtex2,0.9944412180556603,5.1644371744444795e-9,2.677133022713661,0.007461537885665894,Chloride Transport via Oxalate Antiport (2:1),"Transport, extracellular",65010.1 or 65010.3 or 65010.2,NA,PMID:12759755
CLPNDCPT1,-0.5008437282488237,0,0.23168209215345678,0.6966127335958135,Carnitine O-Palmitoyltransferase,Fatty acid oxidation,1375.1 or 1375.3 or 1375.4 or 126129.1 or 1374.1 or 1375.2,NA,NA
CLPNDCPT2,-0.5008437282488237,0,0.23168209215345678,0.6966127335958135,Carnitine Transferase,Fatty acid oxidation,1376.1,NA,NA
CLPNDCRNt,0.6875090626213589,0,157.79141970056892,29.219628945839403,Transport into the Mitochondria (Carnitine),Fatty acid oxidation,788.1,NA,NA
CO2tg,-1,0,-0.38669519968981625,NA,CO2 Golgi Transport,"Transport, golgi apparatus",NA,NA,NA
CO2tp,1.0242352150799,0,98.14315576796531,-1.175021791409189,CO2 Peroxisomal Transport,"Transport, peroxisomal",NA,NA,NA
COAtm,1.1105543820857997,0,75.13097105842223,-3.935486406496354,Transport of Coenzyme A,"Transport, mitochondrial",8034.1,NA,PMID:14598172
COAtr,-0.9522974674898333,0,7.37252261763066,301.731511473614,"Transport of Coenzyme A, Endoplasmatic Reticulum","Transport, endoplasmic reticular",NA,NA,NA
CREATt4_2_r,-1,0,NA,17.456316101651325,Creatine Transport (Sodium Symport) (2:1),"Transport, extracellular",6535.1 or 386757.1,NA,PMID:12719981
CRNCAR3tp,1,0,58.870408647060394,NA,"Carnitine-Propcarnitine Carrier, Peroxisomal","Transport, peroxisomal",NA,NA,NA
CRNt,0.9631590139498117,0,234.10694289112092,4.393291911668097,L-Carnitine Reversible Transport,"Transport, extracellular",6584.1,NA,"PMID:12827517,PMID:12883891,PMID:9933568"
CRNtx,-1,0,NA,2.4905000661758705,Carnitine Transport Peroxisome to Mitochondria,"Transport, peroxisomal",NA,NA,"PMID:12814641,PMID:15464416"
CSAPASEly,-0.8508476133487942,0,0.5915122102879858,7.34013707228424,"Chondroitin Sulfate A Proteoglycan Protease, Lysosomal (Endosome)",Chondroitin sulfate degradation,NA,NA,PMID:8993162
CSBPASEly,-0.961908321201254,0,0.1258817577368386,6.483528050737269,"Chondroitin Sulfate B Proteoglycan Protease, Lysosomal (Endosome)",Chondroitin sulfate degradation,NA,NA,PMID:8993162
CSCPASEly,-0.947229176980563,0,0.144068768172008,5.316098799005895,"Chondroitin Sulfate C Proteoglycan Protease, Lysosomal (Endosome)",Chondroitin sulfate degradation,NA,NA,PMID:8993162
CSDPASEly,-0.993584800336204,0,0.04209841831532422,13.082487104067207,"Chondroitin Sulfate D Proteoglycan Protease, Lysosomal (Endosome)",Chondroitin sulfate degradation,NA,NA,PMID:8993162
CSm,-1,0,NA,460.6922453102112,Citrate Synthase,Citric acid cycle,1431.1 or 1431.2,NA,"PMID:16006620,PMID:9933076"
CSNAT2m,0.9739305056807995,0,46.28490362633467,0.6112798949501547,"Carnitine O-Aceyltransferase, Mitochondrial",Fatty acid oxidation,1384.1,NA,"PMID:11257506,PMID:3759988"
CSNAT2x,-1.051819821740667,0,-98.61202200577696,2.4905000661758705,"Carnitine Dimethyl Nonanoyl Transferase, Revsible, Peroxisomal",Fatty acid oxidation,54677.1 or 1384.2,NA,"PMID:15464416,PMID:7829107"
CSNAT3x,0.7820230890672337,0,58.870408647060394,7.20102332060844,"Carnitine O-Aceyltransferase, Peroxisomal",Fatty acid oxidation,1384.2,NA,"PMID:7654220,PMID:7829107"
CSNATer,0.8907637738240168,0,-35.60382602743646,-616.2646478994727,"Carnitine O-Acetyltransferase, Endolasmic Reticulum",Fatty acid oxidation,1384.3,NA,"PMID:11257506,PMID:3759988"
CSPG_At,-1,0,NA,0.10617035935668794,"Chondroitin Sulfate A Transport, Golgi to Extracellular","Transport, extracellular",NA,NA,NA
CSPG_Atly,-0.8508476133487942,0,0.5915122102879858,7.34013707228424,"Chondroitin Sulfate A Transport, Extracellular to Lysosome","Transport, lysosomal",NA,NA,NA
CSPG_Btly,-0.961908321201254,0,0.1258817577368386,6.483528050737269,"Chondroitin Sulfate B Transport, Extracellular to Lysosome","Transport, lysosomal",NA,NA,NA
CSPG_Ct,0.43409988695384744,0,0.144068768172008,0.056849967660295236,"Chondroitin Sulfate C Transport, Golgi to Extracellular","Transport, extracellular",NA,NA,NA
CSPG_Ctly,-0.947229176980563,0,0.144068768172008,5.316098799005895,"Chondroitin Sulfate C Transport, Extracellular to Lysosome","Transport, lysosomal",NA,NA,NA
CSPG_Dtly,-0.993584800336204,0,0.04209841831532422,13.082487104067207,"Chondroitin Sulfate D Transport, Extracellular to Lysosome","Transport, lysosomal",NA,NA,NA
CYANt,-0.8392149888633919,0,8.968159295896037,102.58650904662014,Transport of Cyanide via Diffusion,"Transport, extracellular",NA,NA,NA
CYSALANaEx,0.6486579791525393,0,24.717976388549758,5.267595756930112,L-Alanine/L-Cysteine Na-Dependent Exchange (Cys-L In),"Transport, extracellular",6509.1 or 6510.1,NA,PMID:14530974
CYSASNNaEx,-0.7583614754593967,0,0.6996392301032517,5.091152875033021,L-Cysteine/L-Asparagine Na-Dependent Exchange (Cys-L In),"Transport, extracellular",6510.1,NA,PMID:14530974
CYSGLNNaEx,0.9918738532405806,0,21.463925848516823,0.08756528993770481,L-Cysteine/L-Glutamine Na-Dependent Exchange (Cys-L In),"Transport, extracellular",6510.1,NA,PMID:14530974
CYSSERNaEx,0.7344412675278458,0,52.24482556546554,7.99915795083046,L-Serine/L-Cysteine Na-Dependent Exchange (Cys-L In),"Transport, extracellular",6509.1 or 6510.1,NA,PMID:14530974
CYSt4,-0.8929965086172434,0,13.61465561856106,240.85658532180787,"Transport of L-Cysteine   via Sodium Symport, Reversible","Transport, extracellular",11254.1 or 54407.1 or (340024.1 and 57393.1) or (340024.1 and 59272.1),NA,"PMID:11133652,PMID:12719981"
CYSTA,0.5084424786851028,0,732.8981867523194,238.83019813270568,Cysteine Transaminase,Methionine and cysteine metabolism,2805.1,NA,"PMID:15189131,PMID:7113743"
CYStec,-1.0022685963925506,0,-0.3347695428788662,295.4683984053243,Transport of L-Cysteine  via Diffusion,"Transport, extracellular",124935.1,NA,"PMID:14624363,PMID:15659399"
CYSTHRNaEx,0.6339056812593801,0,19.24168793941401,4.311309225738048,L-Cysteine/L-Threonine Na-Dependent Exchange (Cys-L In),"Transport, extracellular",6509.1 or 6510.1,NA,PMID:14530974
CYTD,0.9324459702117631,0,0.7283581820477731,0.025461788368225095,Cytidine Deaminase,Pyrimidine catabolism,978.1 or 57379.1,NA,"PMID:14744791,PMID:15087440,PMID:7923172,PMID:8001985,PMID:8422236"
CYTDK2m,-1,0,NA,1.3821399699368988,"Cytidine Kinase (ATP), Mitochondrial",Nucleotide interconversion,NA,NA,NA
CYTDt,1,0,NA,-377.46091895098687,Cytidine Faciliated Transport in Cytosol,"Transport, extracellular",3177.1 or 2030.1,NA,"PMID:10722669,PMID:12838422"
CYTDtm,-1,0,NA,1.3821399699368988,Cytidine Faciliated Transport in Mitochondria,"Transport, mitochondrial",2030.1,NA,"PMID:10722669,PMID:12838422,PMID:14607828"
CYTK10,-1.2051965838342509,0,-11.890290432560443,127.78199009326157,"Cytidylate Kinase (CMP, dGTP)",Nucleotide interconversion,51727.1,NA,"PMID:10462544,PMID:11912132"
CYTK11,0.5085386236827899,0,179.18460167761742,58.375907366791,"Cytidylate Kinase (dCMP, dGTP)",Nucleotide interconversion,51727.1,NA,"PMID:10462544,PMID:11912132"
CYTK11n,-0.7095131510896958,0,-70.2836985833575,-11.942868130746485,"Cytidylate Kinase (dCMP, dGTP), Nuclear",Nucleotide interconversion,51727.1,NA,"PMID:10462544,PMID:11912132"
CYTK12,0.9972760067361242,0,181.61600943794846,0.24769775667082866,"Cytidylate Kinase (dCMP, dCTP)",Nucleotide interconversion,51727.1,NA,"PMID:10462544,PMID:11912132"
