Reaction,fc,pval,Ges1_A_D,Ges1_P_D,subSystem,rxnNames,geneRules,kegg,source
LEUKTRD4t,-1,0,-68.58827354842796,NA,"Transport, extracellular",Transport of Leukotriene D4,NA,NA,"PMID:10358072,PMID:12507753,PMID:9334206"
LGNCt,-0.8491776341706516,0,1.8376029235839844,22.530174540710448,"Transport, extracellular",Fatty Acid Transport via Diffusion,11001.1,NA,"PMID:11788354,PMID:12864740"
LNLCt,1.3505249406861293,0,339.87644776740075,-50.68449588946048,"Transport, extracellular",Linoleic Acid (N-C18:2) Transport in via Diffusion,10998.1,NA,"PMID:11788354,PMID:12864740"
LNLNCAt,0.857646892276701,0,-1.4229460362982422,-18.568834389937557,"Transport, extracellular",Fatty Acid Transport via Diffusion,10998.1,NA,"PMID:11788354,PMID:12864740"
LPS3,1,0,3.8965794711060036,NA,Triacylglycerol synthesis,Lipase,11343.1 or 11343.2,NA,PMID:9495531
LTDCL,1,0,14.954621756398305,NA,Tryptophan metabolism,L-Tryptophan Decarboxy-Lyase,1644.1,NA,PMID:9924972
LYSt4,1,0,220.37853222605287,NA,"Transport, extracellular",Transport of L-Lysine  via Sodium Symport,11254.1 or 6584.1,NA,"PMID:11133652,PMID:12719981"
MCD,0.43001303637578486,0,9.06615721231636,3.6136673510926087,Fatty acid oxidation,Malonyl Coenzyme A Decarboxylase Cytoplasmic,23417.1,NA,NA
MELATNOX,1,0,8.471943070612276,NA,Tryptophan metabolism,Melatonin:NADP Oxidoreductase,1557.1 or 1543.1 or 1545.1 or 1544.1,NA,PMID:15616152
MEOHt2,1,0,687.8924459777832,NA,"Transport, extracellular",Methanol Diffusion,NA,NA,NA
MI1PS,1,0,28.940034264832597,NA,Inositol phosphate metabolism,Myo-Inositol-1-Phosphate Synthase,51477.1,NA,PMID:12941308
MMCDm,0.4533933184838792,0,240.40736616020203,90.41480441504903,"Valine, leucine, and isoleucine metabolism","Methylmalonyl Coenzyme A Decarboxylase, Mitochondrial",23417.1,NA,"PMID:12123667,PMID:12955715"
NCKt,1,0,214.3348171325922,NA,"Transport, extracellular",Na+/Ca2+-K+ Antiport,123041.2 or 57419.1 or 9187.1 or 123041.3 or 25769.1 or 123041.1,NA,"PMID:10484410,PMID:10662833,PMID:11294880,PMID:12379639,PMID:14770312,PMID:9478004"
NMNATn,0.4228923718733699,0,11.559392672875896,4.688347354933632,NAD metabolism,Nicotinamide-Nucleotide Adenylyltransferase,64802.1,NA,"PMID:11027696,PMID:11248244,PMID:12574164"
NMNATr,-1,0,-124.08945119600295,NA,NAD metabolism,Nicotinamide-Nucleotide Adenylyltransferase,349565.1 or 23057.1 or 23057.2,NA,NA
NMNtn,0.4228923718733699,0,11.559392672875896,4.688347354933632,"Transport, nuclear","Transport of Nicotinamide Ribotide, Nuclear through Pore",NA,NA,NA
O16G2e,1,0,18.120882559863198,NA,Starch and sucrose metabolism,"Oligo-1, 6-Glucosidase (Strch2 ->Strch3), Extracellular",6476.1,NA,NA
P4501B1r,1,0,7.24006927621832,NA,Steroid metabolism,Cytochrome P450 1B1,1545.1 or 1576.1,NA,"PMID:15579107,PMID:8910454"
PEPCKm,0.7712471772722495,0,178.66109796657562,23.07370252774809,Glycolysis/gluconeogenesis,Phosphoenolpyruvate Carboxykinase (GTP),5106.1 or 5105.1,NA,PMID:8645161
PETOHMr_hs,1,0,576.5936067108154,NA,Glycerophospholipid metabolism,Phosphatidylethanolamine N-Methyltransferase,10400.2 or 10400.1 or 10400.3,NA,PMID:9989271
PGCD,0.3676136845670525,0,104.46950821141041,48.30683409973351,"Glycine, serine, alanine, and threonine metabolism",Phosphoglycerate Dehydrogenase,26227.1,NA,PMID:10713460
PMTCOAtx,0.6295105919656363,0,62.22893591678981,14.14851903638685,"Transport, peroxisomal",Fatty Acid Intracellular Transport,NA,NA,NA
SMPD4,0.8122933554419399,0,96.47659459489235,9.992475994803529,Sphingolipid metabolism,Sphingomyelinase,6610.1,NA,"PMID:12069827,PMID:9972865"
SPC_HSt,-0.8122933554419399,0,-96.47659459489235,-9.992475994803529,"Transport, extracellular",Sphingosylphosphorylcholine Transport (Diffusion),NA,NA,PMID:12069827
SPHMYLNtl,1,0,7.574793935103668,NA,"Transport, lysosomal",Sphingomyelin Intracellular Transport,NA,NA,PMID:15907394
SPODMe,1,0,6.073632893609192,NA,ROS detoxification,"Superoxide Dismutase, Extracellular",6649.1,NA,"PMID:12126755,PMID:3476950,PMID:9228011"
STRDNCCPT1,-1,0,-27.555297380021052,NA,Fatty acid oxidation,Carnitine O-Palmitoyltransferase,1375.1 or 1375.3 or 1375.4 or 126129.1 or 1374.1 or 1375.2,NA,NA
STS2,1,0,3.472928250391042,NA,Steroid metabolism,Steryl-Sulfatase,412.1,NA,"PMID:2668275,PMID:6957717"
TCYNTtm,0.4811039137944489,0,40.41768521119766,14.160099419255923,"Transport, mitochondrial","Thiocyanate Transport via Diffusion, Mitochondrial",NA,NA,PMID:6351723
THMMPt4,-0.9865823874852881,0,-528.4797756042481,-3.569414938735962,"Transport, extracellular",Thiamine Monophosphate Transport in via Anion Antiport,6573.1 or 6573.2,NA,"PMID:10542220,PMID:14770311"
TRDR2,1,0,0.5535902230911278,NA,Miscellaneous,Thioredoxin (Ubiquinone 10) Reductase (NADPH),7296.1 or 7296.4 or 7296.2 or 7296.3,NA,"PMID:12435734,PMID:8577704,PMID:8999974"
TRDR3,1,0,0.8321273830113408,NA,Miscellaneous,Thioredoxin (Ubiquinone 10) Reductase (NADH),7296.4 or 7296.1 or 7296.3 or 7296.2,NA,"PMID:12435734,PMID:8577704,PMID:8999974"
TYRCBOX,1,0,3.0453098728325423,NA,Tyrosine metabolism,L-Tyrosine Carboxy-Lyase,1644.1,NA,PMID:6131938
UDPGLCter,1,0,4.368223598745966,NA,"Transport, endoplasmic reticular",UDP-Glc Endoplasmic Reticulum Transport via CMP Antiport,NA,NA,PMID:10369669
URAt,-1,0,-822.3994626098632,NA,"Transport, extracellular",Uracil Transport via Faciliated Diffusion,3177.1,NA,"PMID:12006583,PMID:12838422"
VLCSr,0.3442964974561982,0,7.992630777319187,3.8985417317866244,Bile acid synthesis,Very-Long-Chain-Fatty-Acid Coenzyme A Ligase,11001.1,NA,NA
XYLTD_Dr,1,0,27.414271888037607,NA,Pentose phosphate pathway,Xylitol Dehydrogenase (D-Xyulose-Forming),NA,NA,PMID:6821187
XYLTt,-1,0,-6.249633414439008,NA,"Transport, extracellular",Xylitol Transport via Passive Diffusion,NA,NA,PMID:6821187
r0016,-0.8121453769186184,0,3.313596314537813,31.96470836793267,Miscellaneous,Fe (II):Oxygen Oxidoreductase,1356.1 or (2512.1 and 2495.1 and 1356.1) or (94033.1),NA,"PMID:16405854,PMID:2154449,PMID:9162052,PMID:9722559"
r0142,-0.43725184650259824,0,2.8709982952771846,7.332494252621298,Methionine and cysteine metabolism,Sulfite:Oxygen Oxidoreductase,6821.1,NA,"PMID:12763039,PMID:16475804,PMID:17459792"
r0179,1,0,294.7685703495145,NA,Glutamate metabolism,Succinate-Semialdehyde:NADP+ Oxidoreductase,NA,NA,"PMID:4066712,PMID:7814412"
r0431,-1.0550201594002737,0,-241.92595710172654,6.477213696378202,Fatty acid oxidation,Palmitoyl Coenzyme A:L-Carnitine O-Palmitoyltransferase,1374.1 and 1376.1,NA,"PMID:1735445,PMID:1988962,PMID:2355017,PMID:6361812,PMID:7892212"
r0432,1,0,254.51151680431366,NA,Fatty acid oxidation,Palmitoyl Coenzyme A:L-Carnitine O-Palmitoyltransferase,1374.1 and 1376.1,NA,"PMID:1735445,PMID:1988962,PMID:2355017,PMID:6361812,PMID:7892212"
r0474,0.9342935306572973,0,424.523284035337,14.420730724489689,Nucleotide interconversion,2-Deoxyadenosine 5-Diphosphate:Oxidized-Thioredoxin 2-Oxidoreductase,50484.1 and 6240.1 and 6241.1,NA,"PMID:6121703,PMID:8074691"
r0475,-1,0,-80.56558150826245,NA,Nucleotide interconversion,2-Deoxyadenosine 5-Diphosphate:Oxidized-Thioredoxin 2-Oxidoreductase,50484.1 and 6240.1 and 6241.1,NA,"PMID:6121703,PMID:8074691"
r0502,1,0,17.206117267931102,NA,Purine catabolism,Xanthine:NAD+ Oxidoreductase,7498.1,NA,"PMID:11246119,PMID:12632927"
r0552,-0.36341657492266877,0,-292.484526593256,-136.56193209431768,"Glycine, serine, alanine, and threonine metabolism",P-Cumic Alcohol:NAD+ Oxidoreductase,501.1,NA,"PMID:10505788,PMID:7646513"
r0553,0.667653195753662,0,685.2418605072022,136.56193209431768,"Glycine, serine, alanine, and threonine metabolism",P-Cumic Alcohol:NADP+ Oxidoreductase,501.1,NA,"PMID:10505788,PMID:7646513"
r0571,-0.4533933184838792,0,-240.40736616020203,-90.41480441504903,"Valine, leucine, and isoleucine metabolism",(S)-Methylmalonyl Coenzyme A Hydrolase,NA,NA,"PMID:3071714,PMID:6885824"
r0637,1,0,22.006225374465018,NA,Fatty acid oxidation,Octanoyl Coenzyme A:L-Carnitine O-Octanoyltransferase,54677.1,NA,"PMID:1735445,PMID:1988962,PMID:2355017,PMID:6361812,PMID:7892212"
r0653,-0.5370882842920796,0,75.43666355484724,250.48580068645478,Fatty acid oxidation,Myristoyl Coenzyme A:Acetylcoa C-Myristoyltransferase,(10449.1 and 3032.1) or (3032.1 and 30.1),NA,"PMID:10706581,PMID:1121274,PMID:1679347,PMID:3194209,PMID:6378901,PMID:8241273"
r0706,1,0,11.702676582064134,NA,Bile acid synthesis,"Acyl-Coenzyme A Dehydrogenase Family, Member 9 Bile Acid Biosynthesis",28976.1,NA,"PMID:11356170,PMID:8943006"
r0714,-0.5370882842920796,0,75.43666355484724,250.48580068645478,Fatty acid oxidation,(S)-3-Hydroxyhexadecanoyl Coenzyme A:NAD+ Oxidoreductase,3030.1 and 1962.1 and 3033.1,NA,"PMID:10231530,PMID:10329704,PMID:1550553,PMID:1651711,PMID:7150615,PMID:8188243,PMID:8687463,PMID:9553139"
r0716,-0.5370882842920796,0,75.43666355484724,250.48580068645478,Miscellaneous,(S)-3-Hydroxyhexadecanoyl Coenzyme A Hydro-Lyase,3030.1 and 1962.1 and 1892.1,NA,"PMID:8012501,PMID:8188243"
r0839,-1,0,-556.6020467956542,NA,"Transport, extracellular",Postulated Transport Reaction,NA,NA,PMID:7419607
r0983,0.6084810859112626,0,35.30431931504011,8.59339216477992,"Transport, endoplasmic reticular","Solute Carrier Family 27 (Fatty Acid Transporter), Member 5 Tcdb:4.C.1.1.5 Tcdb:4.C.1.1.8",10998.1,NA,"PMID:11023036,PMID:12739169,PMID:12856180,PMID:12883891,PMID:1554704,PMID:18021224,PMID:4553030,PMID:793184,PMID:8725559,PMID:8781017"
r0984,-0.6084810859098431,0,-35.30431931504011,-8.593392164818663,"Transport, lysosomal","Solute Carrier Family 27 (Fatty Acid Transporter), Member 5 Tcdb:4.C.1.1.5 Tcdb:4.C.1.1.8",10998.1,NA,"PMID:11023036,PMID:12739169,PMID:12856180,PMID:12883891,PMID:1554704,PMID:18021224,PMID:4553030,PMID:793184,PMID:8725559,PMID:8781017"
r0997,1,0,22.006225374465018,NA,"Transport, peroxisomal",Cot Facilitated Diffusion,54677.1,NA,"PMID:14598172,PMID:1735445,PMID:18406340,PMID:1988962,PMID:2351134,PMID:2355017,PMID:6361812,PMID:7892212,PMID:8132483"
r1001,-1,0,-4.758265860848976,NA,"Transport, mitochondrial",Facilitated Diffusion,NA,NA,"PMID:14598172,PMID:1735445,PMID:18406340,PMID:1988962,PMID:2351134,PMID:2355017,PMID:6361812,PMID:7892212,PMID:8132483"
r1005,1,0,254.51151680431366,NA,"Transport, mitochondrial",Facilitated Diffusion,NA,NA,"PMID:14598172,PMID:1735445,PMID:18406340,PMID:1988962,PMID:2351134,PMID:2355017,PMID:6361812,PMID:7892212,PMID:8132483"
r1013,0.3442964974561982,0,7.992630777319187,3.8985417317866244,"Transport, endoplasmic reticular",Transport Reaction,NA,NA,PMID:12543708
r1252,-0.6339520316132269,0,1.1870171266360774,5.298565251364464,Fatty acid oxidation,Long-Chain-Fatty-Acid---Coa Ligase,2182.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1,NA,PMID:8584017
r1254,0.5192995089096321,0,24.603269195971446,7.784379258714983,Fatty acid oxidation,Long-Chain-Fatty-Acid---Coa Ligase,2182.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1,NA,PMID:8584017
r1401,-1.0569423687956316,0,-0.5327940773593258,19.246243785485998,Fatty acid oxidation,Facilitated Diffusion,NA,NA,"PMID:14598172,PMID:6361812,PMID:8132483"
r1423,1,0,939.5543059082031,NA,"Transport, extracellular",Facilitated Diffusion,NA,NA,"PMID:10938543,PMID:11493685,PMID:12713833,PMID:12747791,PMID:14640555,PMID:17259996,PMID:17504134,PMID:17826101,PMID:7011879,PMID:7672338"
r1554,1,0.02148537339981036,2.337337580230832,0,"Transport, extracellular",Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1,8140.1,NA,"PMID:14770309,PMID:14770310"
r1559,0.9892527153671896,3.2856112355231156e-4,-0.0035687698364257813,-0.6605561618752778,"Transport, extracellular",Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1,8140.1,NA,"PMID:14770309,PMID:14770310"
r1586,-1,0,0,6.693231515373848,"Transport, extracellular",Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1,8140.1,NA,"PMID:14770309,PMID:14770310"
r1587,0.530155297762512,2.1610016374387915e-4,4.6017764557838445,1.4130070926740765,"Transport, extracellular",Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1,8140.1,NA,"PMID:14770309,PMID:14770310"
r1589,-1.0290633652170538,0,-0.06255606536865234,4.367361438144008,"Transport, extracellular",Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1,8140.1,NA,"PMID:14770309,PMID:14770310"
r1590,-1,0,0,8.153929480087758,"Transport, extracellular",Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1,8140.1,NA,"PMID:14770309,PMID:14770310"
r1593,-0.9448473140526013,0,0.16172774775028229,5.703000142547861,"Transport, extracellular",Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1,8140.1,NA,"PMID:14770309,PMID:14770310"
r1594,-1.5569073143184287,0.0016803962878456306,-3.8575580030798915,0.8401955969590693,"Transport, extracellular",Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1,8140.1,NA,"PMID:14770309,PMID:14770310"
r1595,-1.085977023425494,0,-0.2356674205780029,5.717769758820209,"Transport, extracellular",Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1,8140.1,NA,"PMID:14770309,PMID:14770310"
r2058,1,0,3.977818414568901e-8,NA,"Transport, extracellular",Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15,11136.1,NA,"PMID:14770309,PMID:14770310"
r2141,-1,0,-297.75904535054565,NA,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14,6579.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2194,1,0,193.39452408822476,NA,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14,6579.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2311,1,0,7.38344923542754,NA,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14,6579.1,NA,PMID:14579113
r2317,-0.7413889413277233,0,-371.4996581610441,-55.170856787550825,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2,6578.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2328,1,0,9.35365019244967,NA,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2,6578.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2342,1,0,223.65349109035432,NA,"Transport, extracellular",Organic Anion Transporter 5 Utilized Transport,387775.1,NA,"PMID:11023036,PMID:12739169,PMID:12856180,PMID:12883891,PMID:1554704,PMID:18021224,PMID:4553030,PMID:793184,PMID:8725559,PMID:8781017"
r2396,1,0,34.86599916205183,NA,"Transport, mitochondrial",Mitochondrial Carrier (Mc) Tcdb:2.A.29.19.1,83884.1,NA,PMID:14598172
r2412,1,0,8.672351166090055,NA,"Transport, mitochondrial",Mitochondrial Carrier (Mc) Tcdb:2.A.29.19.1,83884.1,NA,PMID:14598172
r2482,0.3375188314250537,0,8.344976881441664,4.133317532627324,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14,6579.1,NA,PMID:14579113
RE1235C,-1,0,-338.0371177349567,NA,Urea cycle,RE1235C,NA,NA,PMID:0
RE1530C,-0.35037960788997324,0,-732.9310912948608,-352.5875095674515,Pyrimidine synthesis,Thymidine Kinase,NA,NA,PMID:11812127
RE1691M,0.4811039137944489,0,40.41768521119766,14.160099419255923,Miscellaneous,Thiosulfate Sulfurtransferase,7263.1,NA,"PMID:1953758,PMID:9070219"
RE1834X,-0.9290151490599263,0,7.231542782084422,196.517360999918,Bile acid synthesis,Palmitoyl Coenzyme A Hydrolase,10005.1 or 122970.1 or 570.1,NA,"PMID:10817395,PMID:10944470,PMID:11454857,PMID:11673457"
RE2269E,-1,0,-459.96874472312925,NA,Miscellaneous,Chymase,1215.1,NA,PMID:1800960
RE2426C,-1,0,-8.471943070612276,NA,Tryptophan metabolism,RE2426C,NA,NA,PMID:12044950
RE2626C,0.531437133053174,0,435.68138952884675,133.30231881345213,Bile acid synthesis,RE2626C,NA,NA,"PMID:9210654,PMID:9660774"
RE3079X,0.34937678141762124,0,4.33784263606732,2.0915589896373876,Fatty acid oxidation,RE3079X,11001.1,NA,PMID:11356164
RE3525M,0.3747238109276833,0,4.185776570532305,1.9038489051589655,Arachidonic acid metabolism,Arachidonate 12-Lipoxygenase,NA,NA,"PMID:1326548,PMID:7929234"
EX_CE5786[e],1,0,459.96874472312925,NA,Exchange/demand reaction,Exchange of Kinetensin,NA,NA,NA
EX_CE5788[e],-1,0,-459.96874472312925,NA,Exchange/demand reaction,Exchange of Kinetensin 1-7,NA,NA,NA
C140CPT1,-1.0207124126144014,0,-0.8986285060189667,87.67060652215332,Fatty acid oxidation,Production of Myristoylcarnitine,1374.1 or 1375.1 or 126129.1,NA,"PMID: 19137688, PMID: 15653102, PMID: 12403251"
C40CPT1,-1.0569423687956316,0,-0.5327940773593258,19.246243785485998,Fatty acid oxidation,Production of Butyrylcarnitine,1374.1 or 1375.1 or 126129.1,NA,"PMID: 20591710, PMID: 18175080"
DOCOSACT,1,0,4.369873821928102,NA,Fatty acid oxidation,Activation of Docosanoic Acid for Transport,23205.1 or 81616.1,NA,"PMID: 16868315, PMID: 17762044"
FAOXC12C10x,-0.8912207892345342,0,1.1870171266360774,20.63732078284472,Fatty acid oxidation,"Fatty Acid Beta Oxidation (C12->C10), Peroxisomal",51.1 and 1962.1 and 3295.1 and 30.1,NA,"PMID: 11411544, HMDB06404"
FAOXC6DCC4DCx,-0.6485834369764082,0,1.1016793502841211,5.1682547746487515,Fatty acid oxidation,"Fatty Acid Beta Oxidation (C6Dc->C4Dc), Peroxisomal",51.1 and 1962.1 and 3295.1 and 30.1,NA,"PMID:15060085,PMID:9827430"
BTNTe,1,0,2.7588851135567762,NA,"Transport, extracellular",Release of Biotin Across the Basolatral Membrane,NA,NA,"PMID: 1953660, PMID: 21749321, G.F.M. Ball (2006) Vitamins their role in the human body, Blackwell publishing, chapter 16, page 339-340."
5MTHFt2le,1,0,27.58636506843567,NA,"Transport, extracellular",5-Methyltetrahydrofolate Transport via Anion Antiport,NA,NA,NA
ALA-DTDe,1,0,791.0837626365661,NA,"Transport, extracellular",Secretion of D-Alanine,NA,NA,"no specific transporter for exit of D-alanine could be found, so diffusion mechanism is assumed."
ASPte,1,0,3.6775022992423736,NA,"Transport, extracellular",Diffusion of Aspartate into Blood,NA,NA,added during gap-filling. no such transporter could be found so diffusion reaction is assumed.
GLU5SAtmc,1,0,799.8224321289063,NA,"Transport, mitochondrial","Glutamate Semi-Aldehyde Transport, Mitochondrial",NA,NA,added during gap filling. No evidence found for such a reaction.
RTOTAL2FATPc,1,0,110.63448719091416,NA,"Transport, extracellular",Uptake of Rtotal2,10999.1,NA,"PMID: 10518211, PMID: 20086080, PMID: 12856180, Immun., Endoc. & Metab. Agents in Med. Chem., 2009, 9, 11-17,"
TAURCHAe,1,0,11.437850110295926,NA,"Transport, extracellular",Secretion of Taurine,NA,NA,PMID: 14992263
q10tm,-1,0,-1.385717605970199,NA,"Transport, mitochondrial",Transport of Ubiquinone into Mitochondria,NA,NA,NA
DM_Lcystin,1,0,644.6093093078613,NA,Exchange/demand reaction,Demand for L-Cystine,NA,NA,NA
3ANTHRNtr,-1,0,-221.8804396429062,NA,"Transport, extracellular",Transport of 3-Hydroxyanthranilate,NA,NA,NA
CYST_Ltr,1.1028782516262745,0,20.770446326307493,-424.557369178772,"Transport, extracellular",Transport of Cystine,NA,NA,NA
EX_cyst_L[e],-1.1028782516262727,0,-20.770446326307113,424.557369178772,Exchange/demand reaction,Exchange of L-Cystathionine,NA,NA,NA
EX_3hanthrn[e],1,0,221.8804396429062,NA,Exchange/demand reaction,Exchange,NA,NA,NA
ALAPAT4te,0.9726293735425182,0,17.68305935769491,0.2453559795856476,"Transport, extracellular",Transport of Alanine via Pat4,120103.1,NA,NA
PROPAT4te,0.9686634735688755,0,33.50938011831064,0.5333911000362231,"Transport, extracellular",Transport of Proline via Pat4,120103.1,NA,NA
GLCt4,0.9662996234931961,0,-7.5444950501501555,-440.195016027832,"Transport, extracellular",Glucose Transport via Sodium Symport,115584.1 or 6526.1 or 6524.1 or 125206.1 or 159963.1 or 200010.1,NA,"PMID:11133510,PMID:12436245,PMID:12748858,PMID:1372904,PMID:1415574,PMID:15546855,PMID:7537337,PMID:7789985,PMID:8282810"
ACRNte,-1,0,-0.06292483057975769,NA,"Transport, extracellular",Transport of O-Acetylcarnitine,6584.1,NA,NA
PCRNte,1,0,43.503132159358074,NA,"Transport, extracellular",Transport of O-Propanoylcarnitine,6584.1,NA,NA
ODECRNte,1,0,241.04222687596084,NA,"Transport, extracellular",Transport of L-Oleoylcarnitine,6584.1,NA,NA
STCRNte,1,0,221.24870423154832,NA,"Transport, extracellular",Transport of O-Octadecanoyl-R-Carnitine,6584.1,NA,NA
EX_pcrn[e],1,0,43.503132159358074,NA,Exchange/demand reaction,Exchange of O-Propanoylcarnitine,NA,NA,NA
EX_stcrn[e],1,0,221.24870423154832,NA,Exchange/demand reaction,Exchange of O-Octadecanoyl-R-Carnitine,NA,NA,NA
HC00342te,1,0,697.366064767456,NA,"Transport, extracellular","Transport of Cis-Aconitate, Extracellular",NA,NA,NA
TTDCRNNAt,-2.627029393331749,0,-187.34586391372682,84.04046238697879,"Transport, extracellular","Transport of Tetradecanoyl Carnitine, Sodium Symport",NA,NA,NA
3HPPt,-0.7541644980147969,0,9.197267820966509,65.62730183390863,"Transport, extracellular",Transpot of 3-Hydroxypropionate,NA,NA,NA
CE2513td,-1,0,-0.19206460886001586,NA,"Transport, extracellular","Transport of 15-Tetracosenoate, Diffusion",NA,NA,NA
EX_3hpp[e],-0.7541644980147272,0,9.197267820969488,65.62730183390863,Exchange/demand reaction,Exchange of 3-Hydroxypropionate,NA,NA,NA
EX_mev_R[e],1,0,349.8555982707977,NA,Exchange/demand reaction,Exchange of (R)-Mevalonate,NA,NA,NA
EX_pe12_hs[e],-1.7873527940327563,0,-17.643677173298677,4.983868044672578,Exchange/demand reaction,Exchange of 1-Didecanoylglycerophosphoethanolamine (C12:0 Pe),NA,NA,NA
EX_pe15_hs[e],-1.6338523205703288,0,-27.399571741402905,6.593870884591116,Exchange/demand reaction,Exchange of 1-Pentadecanoylglycerophosphoethanolamine (C15:0 Pe),NA,NA,NA
EX_ttdcrn[e],-2.627029393331749,0,-187.34586391372682,84.04046238697879,Exchange/demand reaction,Exchange of Tetradecanoyl Carnitine,NA,NA,NA
GLYCLTtd,1,0,28.091838174064716,NA,"Transport, extracellular",Diffusion of Glycolate,NA,NA,NA
MEV_Rt,1,0,349.8555982707977,NA,"Transport, extracellular",Transport of (R)-Mevalonate,NA,NA,PMID: 3643925
EX_glyclt[e],1,0,28.091838174064716,NA,Exchange/demand reaction,Exchange of Glycolate,NA,NA,NA
EX_bz[e],0.44727501589716007,0,230.96245243768692,88.20626104212701,Exchange/demand reaction,Benzoic Acid Exchange,NA,NA,NA
EX_lyslyslys[e],1,0,43.932786110786445,NA,Exchange/demand reaction,Exchange of LysLysLys,NA,NA,NA
EX_trpprogly[e],1,0,451.1075079278946,NA,Exchange/demand reaction,Exchange of TrpProGly,NA,NA,NA
LYSLYSLYSt,-1,0,-43.932786110786445,NA,"Transport, extracellular","Transport of LysLysLys, Extracellular",6564.1 or 6565.1,NA,NA
TRPPROGLYt,-1,0,-451.1075079278946,NA,"Transport, extracellular","Transport of TrpProGly, Extracellular",6564.1 or 6565.1,NA,NA
LYSLYSLYSr,-1,0,-43.932786110786445,NA,Peptide metabolism,Metabolism (Formation/Degradation) of LysLysLys,NA,NA,NA
TRPPROGLYr,1,0,451.1075079278946,NA,Peptide metabolism,Metabolism (Formation/Degradation) of TrpProGly,NA,NA,NA
ACRNtr,-1,0,-0.06292483057975769,NA,"Transport, extracellular",Transport of Acetyl Carnitine,NA,NA,NA
PMTCRNtr,-1,0,0,652.5493468048096,"Transport, extracellular",Transport of L-Palmitoylcarnitine,NA,NA,NA
DM_for[c],1,0,60.77947698220436,NA,Exchange/demand reaction,Demand for Formate,NA,NA,NA
PPPGOc,1,0,4.058517924929783,NA,Heme synthesis,Protoporphyrinogen Oxidase (Aerobic),NA,NA,PMID: 21749716.
THMMPtrbc,0.9865823874824394,0,528.4797756042481,3.5694149394989014,"Transport, extracellular",Thiamine Monophosphate Transport (Passive - Red Blood Cell),NA,NA,PMID: 21749716.
EX_HC00342[e],1,0,697.366064767456,NA,Exchange/demand reaction,Exchange of Cis-Aconitate,NA,NA,NA
3HPPtm,0.7541644980147272,0,-9.197267820969488,-65.62730183390863,"Transport, mitochondrial","Transport of 3-Hydroxypropionate, Mitochondrial",NA,NA,NA
sink_C02528[c],-1.1997579941164185,0,-5.201368184080522,57.27806435924515,Exchange/demand reaction,Sink for Chenodeoxycholate,NA,NA,NA
sink_odecoa[c],-1,0,-260.46201442489627,NA,Exchange/demand reaction,sink_odecoa[c],NA,NA,NA
sink_retinol[c],-1,0,-101.14410938652456,NA,Exchange/demand reaction,sink_retinol[c],NA,NA,NA
sink_dhcholestanate[c],-1,0,-551.6693899816513,NA,Exchange/demand reaction,"Sink for 3Alpha, 7Alpha-Dihydroxy-5Beta-Cholestanate",NA,NA,NA
sink_xol7ah3[c],0.9913122578917609,0,560.5172086906433,2.4454371417820426,Exchange/demand reaction,"Sink for 5Beta-Cholestane-3Alpha, 7Alpha, 26-Triol",NA,NA,NA
EX_2obut[e],1,0,132.85050404872374,NA,Exchange/demand reaction,Exchange of 2-Oxobutanoate,NA,NA,NA
ADK1,-0.6404678418647971,0,191.60749676799773,874.2637608230591,Nucleotide interconversion,Adenylate Kinase,122481.1 or 203.1 or 26289.1 or 26289.2 or 204.1,NA,NA
DGK1,-1.024423441454273,0,-7.545359548513393,625.4238483470916,Nucleotide interconversion,Deoxyguanylate Kinase (dGMP:ATP),2987.1,NA,NA
EX_cytd[e],0.8689828038407915,0,487.1551044088125,34.14996421750174,Exchange/demand reaction,Exchange of Cytidine,NA,NA,NA
