Reaction,fc,pval,S1C2,S1K2,subSystem,rxnNames,geneRules,kegg,source
ABO9g,0.4835037121640868,0,0.4928043536046351,1.415454680238393,Blood group synthesis,"Abo Blood Group (Transferase A, Alpha 1-3-N-Acetylgalactosaminyltransferase",28.1,NA,"PMID:11421346,PMID:12198488,PMID:2121736"
ABTArm,1,0,-805.6628022094726,NA,Glutamate metabolism,"4-Aminobutyrate Transaminase, Reversible, Mitochondrial",18.1 or 18.2,NA,"PMID:10407778,PMID:7721088"
ABUTt2rL,-0.5445677490026118,0,402.4131415189743,118.6558006220594,"Transport, lysosomal","4-Aminobutyrate Reversible Transport in via Proton Symport, Lysosomal",206358.1,NA,"PMID:11390972,PMID:11959859"
ABUTt4_2_r,0.7351163462098821,0,-600.7064099964142,-91.70411487538814,"Transport, extracellular",4-Aminobutyrate Reversible Transport in via Sodium Symport (1:2),6529.1 or 6538.1 or 6540.1 or 6539.1,NA,PMID:12719981
ACACt2m,1.7655187870700977,0,-320.3412202482551,88.6731355865432,"Transport, mitochondrial",Acetoacetate Mitochondrial Transport via H+ Symport,6566.1,NA,"PMID:28726,PMID:627555"
ACACT4p,0.341859437858343,0,15.853921382964728,32.32399772712458,Fatty acid oxidation,"Acetyl Coenzyme A C-Acetyltransferase (Octanoyl Coenzyme A), Peroxisomal",30.1,NA,PMID:1679347
ACACT5p,0.4641679614957039,0,6.19051118273407,16.91565171119836,Fatty acid oxidation,"Acetyl Coenzyme A C-Acyltransferase (Decanoyl Coenzyme A), Peroxisomal",30.1,NA,PMID:1679347
ACALDtx,0.5285247359105257,0,29.0222489736774,94.0902499597542,"Transport, peroxisomal",Acetaldehyde Peroxisomal Diffusion,NA,NA,NA
ACETONEt2,1.0000838493801072,0,-259.2614046732068,0.010868998354391078,"Transport, extracellular",Acetone Transport via Proton Symport,6566.1 or 9123.1 or 9194.1,NA,"PMID:10510291,PMID:11101640,PMID:12739169,PMID:7835905,PMID:8476015,PMID:9425115,PMID:9508842,PMID:9649795,PMID:9786900,PMID:9824713"
ACETONEt2m,1.0000838493801072,0,-259.2614046732068,0.010868998354391078,"Transport, mitochondrial",Acetone Mitochondrial Transport via Proton Symport,6566.1,NA,NA
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte,-0.439735204607551,0,-0.4379272813773224,-1.1253595250712862,"Transport, extracellular",Blood Group Intracellular Transport,NA,NA,NA
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg,0.439735204607551,0,0.4379272813773224,1.1253595250712862,"Transport, golgi apparatus",Blood Group Intracellular Transport,NA,NA,NA
ACGALK2,-1,0,19.767247190746758,NA,Aminosugar metabolism,N-Acetylgalactosamine Kinase (ITP),NA,NA,NA
ACGALtlg,-0.34288439856815023,0,-3.5415923776091716,-7.2376141117575985,"Transport, golgi apparatus",N-Acetyl-Galactosamine Intracellular Transport,NA,NA,NA
ACGAM6PSi,-0.5435263963609606,0,23.17075316648814,6.852385046263947,Aminosugar metabolism,N-Acetylglucosamine-6-Phosphate Synthase,64841.1,NA,NA
ACGBGBSIDEtg,-0.34288439856813857,0,-3.541592377609265,-7.2376141117575985,"Transport, golgi apparatus",Acgbgbside Hs Intracellular Transport,NA,NA,PMID:15907394
ACGBGBSIDEtl,0.34288439856815023,0,3.5415923776091716,7.2376141117575985,"Transport, lysosomal",Acgbgbside Hs Intracellular Transport,NA,NA,PMID:15907394
ACITL,0.368072374042153,0,10.485547781435669,22.70036576536379,Citric acid cycle,ATP-Citrate Lyase,47.1 or 47.2,NA,PMID:2295639
ACNACNGAL14ACGLCGALGLUSIDEte,0.5177323330305567,0,-8.4443709942547045,-2.6832446076258583,"Transport, extracellular",Blood Group Intracellular Transport,NA,NA,NA
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg,0.38644072128141,0,0.4426047246385666,1.000140059738064,"Transport, golgi apparatus",Blood Group Intracellular Transport,NA,NA,NA
ACNMLr,0.48288938256651304,0,-58.15110195762478,-20.278351569083565,Aminosugar metabolism,N-Acetylneuraminate Lyase (Reversible),NA,NA,NA
ACOAD1fm,-0.37477583848749646,0,34.92340190964341,15.882556315612433,Butanoate metabolism,"Acyl Coenzyme A Dehydrogenase (Butanoyl Coenzyme A), Mitochondrial",80724.1 or 36.1 or 35.1 or 34.1 or 84129.1 or 27034.1 or 28976.1,NA,PMID:2565344
ACOAD9m,-0.43075161160473385,0,90.42100580536946,35.975505052239264,"Valine, leucine, and isoleucine metabolism","Acyl Coenzyme A Dehydrogenase (Isobutyryl Coenzyme A), Mitochondrial",34.1 or 27034.1,NA,PMID:11013134
ACODA,0.43125863437312,0,54.973043532901535,138.34169267345462,Urea cycle,Acetylornithine Deacetylase,95.1,NA,PMID:2006156
ACONTm,-1.0991057793034165,0,97.99562316032647,-4.62669994879961,Citric acid cycle,Aconitate Hydratase,50.1 or 48.1,NA,"PMID:10419470,PMID:17244191,PMID:17244192"
ACSRTNMT,0.3990923979388914,0,6.9590713173616034,16.20279680842692,Tryptophan metabolism,S-Adenosyl-L-Homocysteine:N-Acetylserotonin O-Methyltransferase,438.1,NA,PMID:8397829
ADA,-0.35138554245475323,0,183.84950604552776,88.24087862970028,Purine catabolism,Adenosine Deaminase,100.1,NA,"PMID:12381379,PMID:15016824"
ADCim,-1,0,259.2614046732068,NA,Propanoate metabolism,"Acetoacetate Decarboxylation (Irreversible), Mitochondrial",NA,NA,NA
ADEt,1.9094691960460464,0,-27.139743165065582,86.82234326423705,"Transport, extracellular","Adenine Reversible Transport, Cytosol",3177.1,NA,"PMID:12006583,PMID:12838422"
ADK1m,-0.4254959388818302,0,118.73510448713303,47.852679102443155,Nucleotide interconversion,"Adenylate Kinase, Mitochondrial",205.3 or 205.1 or 204.1 or 204.3 or 204.2 or 205.2,NA,"PMID:11485571,PMID:195572,PMID:8843353,PMID:9434148"
ADK3m,1.0126530975542556,0,-0.7091342745408415,112.79777841881099,Nucleotide interconversion,Adentylate Kinase (GTP),50808.1,NA,PMID:11485571
ADKd,-0.8058605945390315,0,-3.964245873324573,-36.87492187741399,Nucleotide interconversion,Adenylate Kinase (D Form),26289.2 or 26289.1,NA,PMID:10215863
ADMDC,0.34394146916580426,0,40.88004336016458,83.74311582102776,Arginine and proline metabolism,Adenosylmethionine Decarboxylase,262.1,NA,PMID:2460457
ADNCYC,0.5160892982336236,0,5.022316044394925,15.734885753632721,Nucleotide interconversion,Adenylate Cyclase,112.1 or 55811.1 or 109.1 or 112.2 or 114.1 or 108.1 or 113.1 or 107.1 or 196883.1 or 115.1 or 111.1,NA,"PMID:10481931,PMID:11299302,PMID:11423534,PMID:11840511,PMID:12503609,PMID:12609998,PMID:12623444,PMID:1427768,PMID:14996950,PMID:15547246,PMID:7860067,PMID:7959689,PMID:8076676"
ADNt,-0.9701216949648471,0,-3.772273434272554,-248.73692545330525,"Transport, extracellular",Adenosine Faciliated Transport in Cytosol,3177.1 or 2030.1,NA,"PMID:10722669,PMID:12838422"
AHCYStr,1,0,NA,521.6677795482635,"Transport, endoplasmic reticular",S-Adenosyl-L-Homocysteine Intracellular Diffusion,NA,NA,NA
AHEXASE2ly,-0.5322383111009349,0,6.775040307756848,2.0682842047191334,N-glycan degradation,"Beta-N-Acetylhexosaminidase, Lysosomal",3073.1 or 3074.1 or (3073.1 and 3074.1),NA,"PMID:10336991,PMID:11707436,PMID:12706724"
AKGDm,-0.6500780097278954,0,512.9306440906524,108.77407661553622,Citric acid cycle,2-Oxoglutarate Dehydrogenase,(4967.2 and 1738.1 and 8050.1 and 1743.1) or (4967.1 and 1738.1 and 8050.1 and 1743.1),NA,PMID:1542694
AKGMALtm,-4.48182906706848,0,124.02036402740478,-195.25899271277189,"Transport, mitochondrial",Alpha-Ketoglutarate/Malate Transporter,8402.1 or 1468.1,NA,PMID:14598172
ALACYSNaEx,-0.34828420307480285,0,86.93606977348998,42.022008316025044,"Transport, extracellular",L-Alanine/L-Cysteine Na-Dependent Exchange (Ala-L In),6509.1 or 6510.1,NA,PMID:14530974
ALADGLNexR,1,0,-684.1784924957275,0,"Transport, extracellular",L-Alanine/Glutamine Reversible Antiport,56301.1 and 6520.1,NA,"PMID:10734121,PMID:10863037,PMID:14770310"
ALADGLYexR,1,0,-240.50868781642913,0,"Transport, extracellular",D-Alanine/Glycine Reversible Antiport,56301.1 and 6520.1,NA,"PMID:10734121,PMID:10863037,PMID:14770310"
ALAGLNNaEx,0.4083282397938883,0,22.423112896811915,53.37267255355576,"Transport, extracellular",L-Alanine/L-Glutamine Na-Dependent Exchange (Ala-L In),6510.1,NA,PMID:14530974
ALASm,1,0.005147657414359319,0,1.4711869819641115,"Glycine, serine, alanine, and threonine metabolism",5-Aminolevulinate Synthase,212.1 or 23464.1 or 211.2 or 211.1,NA,PMID:2263504
ALATA_L,2.1986472968296176,0,-580.3117243453979,217.46351352791785,Glutamate metabolism,L-Alanine Transaminase,2875.1 or 84706.1,NA,PMID:11863375
ALCD21_D,0.9995212632177842,0,0.07509028770774602,313.6266786057234,Pyruvate metabolism,"Alcohol Dehydrogenase (D-1, 2-Propanediol)",127.1 or 284273.2 or 125.1 or 128.1 or 131.1 or (125.1 and 124.1) or 124.1 or 130.1 or 137872.1 or (125.1 and 126.1) or (126.1 and 124.1) or 284273.1 or 126.1,NA,"PMID:15987839,PMID:2296157"
ALCD22_D,1,0,0,239.5625853337772,Pyruvate metabolism,Alcohol Dehydrogenase (D-Lactaldehyde),126.1 or 137872.1 or (126.1 and 124.1) or 127.1 or 130.1 or 284273.1 or (125.1 and 124.1) or 128.1 or 124.1 or 125.1 or 284273.2 or 131.1 or (125.1 and 126.1),NA,"PMID:15987839,PMID:2296157"
ALCD2if,0.5731094121491881,0,63.708765817181394,234.76942803536653,Glycolysis/gluconeogenesis,"Alcohol Dehydrogenase, Forward Rxn (Ethanol -> Acetaldehyde)",(125.1 and 126.1) or 137872.1 or (125.1 and 124.1) or 127.1 or 130.1 or 284273.1 or 126.1 or 124.1 or 128.1 or 125.1 or 126.1 or 284273.2 or 131.1 or (126.1 and 124.1),NA,"PMID:11762128,PMID:12592711"
ALCD2yf,-0.3697658893028393,0,561.7248409858704,258.45157802507134,Glycolysis/gluconeogenesis,"Alcohol Dehydrogenase (Ethanol, NADP), Forward Reaction",10327.1 or 10327.2,NA,"PMID:11003211,PMID:14576493,PMID:19382904,PMID:19382905"
ALDD21,0.9934822612849393,0,1.2754216722993788,390.09395597772595,Fatty acid oxidation,"Aldehyde Dehydrogenase (Pristanal, NAD)",224.1,NA,"PMID:11591435,PMID:8528251"
ALOX12,0.4996425623910811,0,5.408213383272755,16.209186406434515,Eicosanoid metabolism,Arachidonate 12-Lipoxygenase,239.1,NA,"PMID:2217179,PMID:2377602"
ALOX15,-0.3823200602323677,0,6.066173370036503,2.710626655591108,Eicosanoid metabolism,Arachidonate 15-Lipoxygenase,247.1 or 246.1,NA,PMID:11839751
AMETr,-1,0,NA,-521.6677795482635,"Transport, endoplasmic reticular",S-Adenosyl-L-Methionine Intracellular Diffusion,NA,NA,NA
AOBUTDsm,0.4431182084923181,0,59.84862277415972,155.0933045319125,"Glycine, serine, alanine, and threonine metabolism","L-2-Amino-3-Oxobutanoate Decarboxylation, Mitochondrial (Spontaneous)",NA,NA,PMID:12097150
ARACHCOAtx,-0.6570946844734893,0,-1.8116010592687795,-8.754587198776587,"Transport, peroxisomal",Fatty Acid Intracellular Transport,NA,NA,NA
ARACHCPT1,0.6610723359757248,0,2.2572366735372915,11.062636049366906,Fatty acid oxidation,Carnitine Transferase,1375.3 or 1374.1 or 1375.2 or 1375.4 or 1375.1 or 126129.1,NA,NA
ARACHCPT2,0.6610723359755387,0,2.257236673538782,11.062636049366906,Fatty acid oxidation,Carnitine Transferase,1376.1,NA,NA
ARGSS,-1,0,8.752900522608053,NA,Alanine and aspartate metabolism,Argininosuccinate Synthase,445.1 or 445.2,NA,NA
ARGt4,-0.73454244866471,0,21.411438438473642,3.2768457311719654,"Transport, extracellular",L-Arginine Transport in via Sodium Symport,11254.1,NA,"PMID:11133652,PMID:12719981"
ARSA,0.3505628434455056,0,2.930276416643047,6.0937727529155685,Sphingolipid metabolism,Arylsulfatase A,410.1,NA,PMID:2562955
R_group_phosphotase_1,-0.4071716710170354,0,56.67157065113485,23.87520529436921,Miscellaneous,R Group Phosphotase 1,NA,NA,NA
ASAH1,0.5574203514291225,0,23.689132442692923,83.36112402159273,Sphingolipid metabolism,N-Acylsphingosine Amidohydrolase,427.1 or 427.2,NA,PMID:8955159
ASNALANaEx,-0.7524035190540429,0,92.76048735696673,13.106096849665489,"Transport, extracellular",L-Alanine/L-Asparagine Na-Dependent Exchange (Asn-L In),6510.1,NA,PMID:14530974
ASNCYSNaEx,-0.9017967316252663,0,100.1847571301818,5.173250341588736,"Transport, extracellular",L-Cysteine/L-Asparagine Na-Dependent Exchange (Asn-L In),6510.1,NA,PMID:14530974
ASNGLNNaEx,-0.6149800722983402,0,34.94702074657087,8.331557541811877,"Transport, extracellular",L-Glutamine/L-Asparagine Na-Dependent Exchange (Asn-L In),6510.1,NA,PMID:14530974
ASNSERNaEx,0.5975999660931732,0,13.586094115461298,53.93921886006929,"Transport, extracellular",L-Serine/L-Asparagine Na-Dependent Exchange (Asn-L In),6510.1,NA,PMID:14530974
ASPCTr,4.4513532477280355,0,-511.53957758140564,323.86523165836337,Pyrimidine synthesis,Aspartate Carbamoyltransferase (Reversible),790.1,NA,"PMID:2565865,PMID:8619816"
ASPDt6,-0.5429935246081119,0,32.17612172334258,9.529979060864717,"Transport, extracellular","D-Aspartate Transport via Na, H Symport And K Antiport",6511.1 or 6505.1 or 6507.1 or 6506.1 or 6512.1,NA,PMID:14530974
ASPDxt,0.5429935246081119,0,-32.17612172334258,-9.529979060864717,"Transport, peroxisomal","D-Aspartate Transport, Peroxisomal",NA,NA,NA
ASPGLUm,0.5462558572986165,0,20.711338391488614,70.5794858522486,"Transport, mitochondrial",Aspartate-Glutamate Mitochondrial Shuttle,8604.1 or 10165.1,NA,PMID:14598172
ASPTAm,-1.1962437980858556,0,24.925526690427585,-278.9516608515978,Alanine and aspartate metabolism,Aspartate Transaminase,2806.1,NA,PMID:6930651
ATPH1e,-0.677509746902471,0,6.268847284169127,1.20514479932795,Nucleotide interconversion,ATP Diphosphohydrolase,954.1 or 954.2 or 953.1 or 956.1 or 955.1 or 957.1,NA,"PMID:8955160,PMID:9676430"
ATPH2e,0.6037496032661351,0,26.039624978701816,105.39052723482847,Nucleotide interconversion,ATP Diphosphohydrolase,954.2 or 954.1 or 953.1 or 956.1 or 955.1 or 957.1 or 377841.1,NA,"PMID:8955160,PMID:9676430"
ATPtn,0.3399181349714974,0,3.9983957694624537,8.116452346505104,"Transport, nuclear",ATP Diffusion in Nucleus,NA,NA,NA
B3GALTg,-0.389573978745569,0,14.57190148245443,6.401291316692746,Blood group synthesis,Beta Galactosyltransferase,NA,NA,NA
B3GNT311g,0.439735204607551,0,0.4379272813773224,1.1253595250712862,Blood group synthesis,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 3, Golgi Apparatus",10331.1,NA,PMID:10072769
B3GNT314g,0.4835037121640868,0,0.4928043536046351,1.415454680238393,Blood group synthesis,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 3, Golgi Apparatus",10331.1,NA,PMID:10072769
B3GNT31g,0.46683505404257464,0,0.8646308024078184,2.3787587300947983,Sphingolipid metabolism,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 3, Golgi Apparatus",10331.1,NA,NA
B3GNT32g,0.46683505404257464,0,0.8646308024078184,2.3787587300947983,Sphingolipid metabolism,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 3, Golgi Apparatus",10331.1,NA,NA
B3GNT33g,0.46683505404257464,0,0.8646308024078184,2.3787587300947983,Sphingolipid metabolism,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 3, Golgi Apparatus",10331.1,NA,NA
B3GNT36g,0.34288439856815023,0,3.5415923776091716,7.2376141117575985,Sphingolipid metabolism,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 3, Golgi Apparatus",10331.1,NA,NA
BAAT1x,-0.5326055224879017,0,19.274135766189893,5.877980004477431,Bile acid synthesis,Bile Acid Coenzyme A: Amino Acid N-Acyltransferase,570.1,NA,NA
BAAT2x,0.6290337914086258,0,8.817985826078301,38.72265599982701,Bile acid synthesis,Bile Acid Coenzyme A: Amino Acid N-Acyltransferase,570.1,NA,NA
BAAT4x,-0.3941776154841474,0,60.71084734458923,26.381136733072996,Bile acid synthesis,Bile Acid Coenzyme A: Amino Acid N-Acyltransferase,570.1,NA,NA
BCDO,0.5174310522143399,0,3.0016202076731258,9.438551176940452,Vitamin A metabolism,Beta-Carotene Dioxygenase,53630.1,NA,"PMID:10799297,PMID:11401432,PMID:1503811"
BDHm,-0.6232119386773269,0,-111.76067641933393,-481.4676547916412,Butanoate metabolism,(R)-3-Hydroxybutanoate:NAD+ Oxidoreductase,622.2 or 622.3 or 622.1,NA,"PMID:1639787,PMID:8679568"
BHBtm,-0.6232119386773269,0,-111.76067641933393,-481.4676547916412,"Transport, mitochondrial",(R)-3-Hydroxybutanoate Mitochondrial Transport via H+ Symport,NA,NA,PMID:3427918
BILDGLCURt,1.0328218127784592,0,-6.905661962735959,0.11149838250823083,"Transport, extracellular",Bilirubin Beta-Diglucuronide Transport via Bicarbonate Antiport,10599.1,NA,"PMID:10358072,PMID:12507753,PMID:9334206"
BILDGLCURtr,-9.93567199168373,0,3.0848535532637613,-2.520671753442094,"Transport, endoplasmic reticular",Glucuronidated Compound Transport,NA,NA,NA
BILGLCURt,-0.5220895951098937,0,-64.60150308290916,-205.74834668763117,"Transport, extracellular",Bilirubin Monoglucuronide Transport via Bicarbonate Antiport,10599.1 or 28234.1,NA,"PMID:10358072,PMID:12507753,PMID:9334206"
BILIRUBt2,-0.8584304731118482,9.418576903669875e-7,-0.49548067989349365,-6.50434040850997,"Transport, extracellular",Bilirubin Transport via Bicarbonate Antiport,10599.1,NA,"PMID:10358072,PMID:12507753,PMID:9334206"
BPNT2,0.33811206216072187,0,1.8179636701205708,3.6753035921754673,Nucleotide interconversion,"3', 5'-Bisphosphate Nucleotidase (Paps)",10380.1,NA,PMID:10224133
BTNt2,-0.9162519061812221,0,-0.24421902240230703,-5.5880097786679865,"Transport, extracellular",Biotin Reversible Transport via Proton Symport,6566.1,NA,"PMID:10510291,PMID:12739169,PMID:7835905,PMID:8476015,PMID:9508842,PMID:9649795,PMID:9824713"
BTNt2m,-0.3846681675920163,0,22.517081790193053,10.00635207967196,"Transport, mitochondrial","Biotin Reversible Transport via Proton Symport, Mitochondria",6566.1,NA,"PMID:12949353,PMID:15121743,PMID:16011464"
BTNt4i,-0.544251776175611,0,6.0315414184570315,1.7800622481346131,"Transport, extracellular",Biotin Uptake (Antiport),80704.1,NA,"PMID:14770311,PMID:15623830"
BUP2,-0.5695837096506973,0,83.74101245676223,22.963729624688604,Pyrimidine catabolism,Beta-Ureidopropionase (D-3-Amino-Isobutanoate Forming),51733.1,NA,"PMID:11508704,PMID:5773299"
C160CPT1,0.9677164029911136,0,-305.10870721470155,-5.00580598537922,Fatty acid oxidation,Production of Palmitoylcarnitine,126129.1 or 1375.3 or 1374.1 or 1375.2 or 1375.1,NA,PMID:1988962
C161CPT1,-0.7759480247423294,0,-22.439885962264984,-177.86976037276983,Fatty acid oxidation,Production of Palmitoleoylcarnitine,1375.1 or 1375.3 or 1375.4 or 126129.1 or 1374.1 or 1375.2,NA,NA
